len/func	s-vec		s-unr		split-o		split-n		kara		avx2		avx2u		avx512		avx512u		
95			1.050		1.542		0.629		0.935		0.628		3.200		3.771		3.947		3.771		
96			1.069		1.585		0.660		1.034		0.668		3.469		4.780		4.336		5.951		
97			1.049		1.548		0.640		0.977		0.649		3.308		4.595		4.631		5.626		
98			1.026		1.308		0.624		0.945		0.627		2.365		3.993		4.102		4.434		
99			1.027		1.317		0.617		0.930		0.617		3.161		3.935		3.961		3.910		
100			1.062		1.556		0.652		1.020		0.661		3.412		4.312		4.343		4.929		
101			1.049		1.538		0.641		0.976		0.647		3.314		4.482		4.267		4.649		
102			1.033		1.327		0.637		0.954		0.635		3.242		4.006		3.789		3.615		
103			1.028		1.322		0.627		0.938		0.627		3.213		3.932		3.724		3.576		
104			1.054		1.553		0.645		1.014		0.654		3.404		4.025		3.699		5.424		
105			1.054		1.538		0.643		0.985		0.649		3.345		4.445		4.056		5.151		
106			1.043		1.430		0.629		0.952		0.623		3.192		4.000		4.662		4.872		
107			1.050		1.531		0.626		0.940		0.620		3.221		3.911		4.531		5.133		
108			1.061		1.465		0.695		1.087		0.702		3.655		4.220		3.874		4.098		
109			1.046		1.451		0.681		1.041		0.687		3.522		4.481		3.726		3.912		
110			1.040		1.529		0.630		0.952		0.630		2.474		4.048		4.228		4.366		
111			1.034		1.514		0.622		0.935		0.622		3.200		3.930		4.098		4.174		
112			1.022		1.367		0.648		1.027		0.654		3.465		3.647		4.682		5.372		
113			1.018		1.346		0.639		0.990		0.644		3.362		4.377		4.609		5.007		
114			1.041		1.517		0.619		0.949		0.625		3.067		3.971		4.673		4.942		
115			1.042		1.521		0.618		0.941		0.618		3.202		3.921		4.592		5.132		
116			1.037		1.439		0.676		1.060		0.682		3.560		4.117		3.819		4.140		
117			1.036		1.427		0.668		1.025		0.675		3.484		4.470		3.747		3.947		
118			1.035		1.511		0.626		0.949		0.626		3.243		3.950		4.234		4.419		
119			1.033		1.515		0.622		0.940		0.616		3.206		3.886		4.181		4.256		
120			1.026		1.366		0.638		1.006		0.644		3.369		4.120		4.343		5.007		
121			1.020		1.360		0.631		0.974		0.642		3.315		4.400		4.745		4.566		
122			1.040		1.514		0.621		0.956		0.621		3.159		3.941		4.442		4.791		
123			1.027		1.502		0.611		0.931		0.611		3.187		3.878		4.337		4.497		
124			1.033		1.525		0.607		0.922		0.650		3.384		4.027		4.518		4.940		
125			1.023		1.504		0.599		0.970		0.635		3.288		3.952		4.423		4.825		
126			1.036		1.515		0.628		0.956		0.628		2.527		3.638		4.160		4.482		
127			1.042		1.521		0.627		0.951		0.627		3.228		3.626		4.135		4.371		
128			1.029		1.381		0.643		1.016		0.654		2.681		4.765		4.462		5.324		
129			1.024		1.365		0.629		0.981		0.645		3.336		4.691		4.553		4.838		
130			1.033		1.385		0.600		0.956		0.600		2.513		3.929		4.095		5.338		
131			1.037		1.342		0.595		0.947		0.595		2.834		3.905		4.435		5.032		
132			1.041		1.522		0.648		1.012		0.648		3.405		4.365		4.293		4.817		
133			1.037		1.517		0.646		0.981		0.641		2.686		4.441		4.251		4.595		
134			1.028		1.376		0.620		0.955		0.597		2.288		3.854		4.179		4.783		
135			1.031		1.336		0.587		0.940		0.615		2.813		3.805		4.161		4.566		
136			1.041		1.527		0.654		1.010		0.654		3.408		4.159		5.166		5.671		
137			1.036		1.508		0.648		0.915		0.643		3.331		4.317		5.037		5.551		
138			1.040		1.397		0.624		0.966		0.624		2.315		3.763		4.226		5.150		
139			1.022		1.495		0.611		0.940		0.611		2.814		3.673		4.222		4.846		
140			1.039		1.524		0.645		1.010		0.645		3.396		3.981		4.379		4.701		
141			1.028		1.507		0.635		0.975		0.640		3.315		4.181		4.289		4.473		
142			1.028		1.383		0.620		0.905		0.615		2.398		3.655		4.270		4.452		
143			1.026		1.332		0.593		0.880		0.615		2.835		3.629		4.189		4.503		
144			1.033		1.511		0.620		0.934		0.629		3.382		3.894		5.114		5.698		
145			1.031		1.509		0.617		0.913		0.617		3.335		4.201		5.071		5.494		
146			1.035		1.394		0.616		0.963		0.621		2.295		3.736		4.251		5.137		
147			1.032		1.502		0.616		0.950		0.643		2.214		3.741		4.153		5.167		
148			1.037		1.376		0.667		1.007		0.667		2.665		3.991		4.370		4.776		
149			1.027		1.380		0.639		0.977		0.634		3.314		4.089		4.442		4.534		
150			1.033		1.388		0.597		0.909		0.605		2.294		3.695		4.371		4.437		
151			1.024		1.339		0.593		0.891		0.597		2.815		3.608		4.271		4.604		
152			1.029		1.512		0.619		0.937		0.624		3.392		3.845		5.186		5.682		
153			1.022		1.488		0.612		0.913		0.616		2.714		4.096		4.173		5.547		
154			1.034		1.397		0.622		0.967		0.622		2.316		3.721		4.303		5.189		
155			1.025		1.490		0.592		0.947		0.612		2.226		3.653		4.081		4.978		
156			1.030		1.382		0.645		1.007		0.641		2.702		3.898		4.341		4.951		
157			1.029		1.383		0.639		0.980		0.634		3.297		4.126		4.466		4.577		
158			1.034		1.396		0.604		0.921		0.604		2.337		3.720		4.471		4.471		
159			1.027		1.342		0.590		0.891		0.594		2.818		3.621		4.332		4.312		
160			1.039		1.514		0.624		0.944		0.628		3.401		4.551		5.176		6.238		
161			1.027		1.499		0.614		0.979		0.618		2.757		4.434		5.054		6.026		
162			1.025		1.389		0.616		0.960		0.601		2.306		3.787		4.013		5.483		
163			1.020		1.347		0.588		0.947		0.607		2.580		3.743		4.100		5.320		
164			1.031		1.377		0.642		1.003		0.638		2.734		4.143		3.955		5.230		
165			1.022		1.380		0.635		0.977		0.635		3.144		4.300		4.379		4.943		
166			1.030		1.389		0.597		0.957		0.601		2.336		3.777		4.477		4.694		
167			1.022		1.347		0.595		0.951		0.595		2.828		3.716		4.369		4.619		
168			1.028		1.506		0.644		1.005		0.640		3.274		4.079		5.126		6.006		
169			1.043		1.515		0.649		1.000		0.645		2.825		4.386		5.155		5.917		
170			1.028		1.394		0.615		0.961		0.619		2.346		3.793		4.008		5.410		
171			1.029		1.359		0.613		0.951		0.617		2.854		3.742		3.996		5.314		
172			1.031		1.502		0.641		1.000		0.637		3.115		4.049		3.922		5.000		
173			1.020		1.488		0.633		0.971		0.629		3.300		4.184		4.329		4.717		
174			1.038		1.509		0.626		0.971		0.626		2.881		3.792		4.513		4.533		
175			1.030		1.496		0.618		0.953		0.618		2.857		3.736		4.378		4.533		
176			1.026		1.498		0.646		1.010		0.642		3.333		3.923		5.000		6.036		
177			1.020		1.483		0.634		0.971		0.634		3.259		4.130		4.951		5.862		
178			1.030		1.488		0.613		0.963		0.617		2.861		3.773		3.946		5.421		
179			1.010		1.466		0.600		0.936		0.604		2.802		3.696		3.820		5.204		
180			1.020		1.492		0.638		1.000		0.638		2.971		3.925		3.824		5.226		
181			1.010		1.479		0.630		0.972		0.627		3.050		4.111		4.211		4.727		
182			1.029		1.487		0.618		0.963		0.618		2.853		3.750		4.412		4.506		
183			1.019		1.491		0.616		0.964		0.616		2.857		3.719		4.380		4.569		
184			1.029		1.493		0.642		1.000		0.639		2.978		3.911		4.569		6.057		
185			1.019		1.472		0.631		0.972		0.631		3.193		4.093		4.435		5.889		
186			1.019		1.482		0.615		0.964		0.615		2.869		3.754		3.978		5.404		
187			1.009		1.472		0.605		0.947		0.605		2.831		3.715		3.905		5.271		
188			1.019		1.490		0.635		1.000		0.635		3.059		3.927		4.000		5.217		
189			1.028		1.491		0.634		0.982		0.634		3.187		4.160		4.431		4.844		
190			1.056		1.535		0.638		1.000		0.638		2.958		3.883		4.575		4.728		
191			1.028		1.484		0.611		0.957		0.611		2.850		3.729		4.297		4.472		
192			1.028		1.498		0.642		1.009		0.642		3.374		4.625		4.319		6.647		
193			1.028		1.484		0.634		0.974		0.634		3.265		4.549		4.237		6.491		
194			1.028		1.491		0.615		0.974		0.619		2.887		3.849		4.118		5.490		
195			1.018		1.468		0.603		0.949		0.603		2.824		3.776		3.993		5.311		
196			1.027		1.493		0.642		1.009		0.638		2.989		4.280		4.021		5.305		
197			1.009		1.468		0.626		0.966		0.622		2.979		4.392		4.392		5.114		
198			1.018		1.387		0.614		0.966		0.614		2.846		3.792		4.397		4.913		
199			1.027		1.494		0.618		0.966		0.618		2.875		3.808		4.389		4.694		
200			1.018		1.481		0.637		0.991		0.637		3.140		4.191		4.634		6.298		
350			1.021		1.401		0.616		0.995		0.626		2.671		3.827		4.442		4.987		
500			1.000		1.391		0.617		0.972		0.619		3.096		4.228		3.838		4.946		
650			1.008		1.392		0.611		0.989		0.615		2.806		3.799		3.827		5.427		
800			1.005		1.375		0.633		1.000		0.632		3.217		4.837		4.111		7.127		
950			1.006		1.389		0.617		0.996		0.618		2.885		3.750		3.596		5.250		
1100		1.000		1.381		0.632		1.007		0.632		3.274		4.511		3.783		5.033		
1250		1.000		1.382		0.613		0.999		0.613		2.911		3.754		3.775		5.452		
1400		1.001		1.380		0.634		1.009		0.634		3.308		4.778		4.139		7.167		
1550		1.002		1.386		0.619		1.005		0.619		2.945		3.762		3.650		5.371		
1700		1.000		1.373		0.638		1.011		0.630		3.362		4.835		3.782		5.422		
1850		0.990		1.354		0.605		1.000		0.608		2.928		3.700		3.727		5.179		
2000		1.000		1.370		0.629		1.009		0.632		2.973		4.641		4.029		7.051		
2150		1.000		1.219		0.617		0.968		0.624		2.274		2.895		2.821		3.017		
2300		1.008		1.136		0.663		0.993		0.657		2.190		2.675		2.256		2.562		
2450		1.007		1.154		0.634		0.953		0.626		1.937		2.747		2.243		2.549		
2600		1.000		1.135		0.659		0.993		0.657		2.192		2.649		2.546		3.192		
2750		0.994		1.136		0.641		0.946		0.641		2.068		2.737		2.233		2.544		
2900		1.000		1.135		0.661		0.988		0.656		2.179		2.671		2.246		2.545		
3050		1.000		1.115		0.627		0.936		0.616		2.035		2.652		2.185		2.479		
3200		0.995		1.135		0.658		0.989		0.649		2.182		2.673		2.545		3.195		
3350		0.995		1.135		0.645		0.956		0.642		2.073		2.725		2.243		2.556		
3500		0.995		1.140		0.663		0.995		0.659		2.185		2.668		2.248		2.560		
3650		1.000		1.140		0.639		0.955		0.627		2.099		2.746		2.248		2.551		
3800		1.000		1.139		0.662		0.995		0.658		2.188		2.695		2.567		3.222		
3950		0.996		1.139		0.645		0.958		0.643		2.063		2.756		2.245		2.556		
4100		1.000		1.128		0.667		1.000		0.661		2.257		2.712		2.257		2.555		
4250		0.996		1.134		0.636		0.957		0.624		2.067		2.752		2.236		2.557		
4400		1.000		1.138		0.663		1.000		0.660		2.188		2.700		2.560		3.224		
4550		1.000		1.138		0.647		0.960		0.645		2.079		2.741		2.256		2.563		
4700		1.000		1.138		0.664		1.000		0.661		2.184		2.676		2.256		2.551		
4850		1.000		1.138		0.637		0.953		0.627		2.081		2.755		2.248		2.555		
5000		1.000		1.137		0.659		0.997		0.658		2.197		2.685		2.479		3.212		
5150		1.000		1.136		0.649		0.958		0.649		2.083		2.679		2.239		2.500		
5300		0.997		1.137		0.665		0.994		0.660		2.177		2.693		2.257		2.580		
5450		0.997		1.137		0.638		0.955		0.627		2.079		2.772		2.241		2.548		
5600		0.997		1.125		0.660		0.997		0.655		2.146		2.656		2.551		3.176		
5750		1.000		1.137		0.644		0.957		0.644		2.081		2.775		2.250		2.562		
5900		1.000		1.136		0.667		1.003		0.662		2.199		2.680		2.272		2.560		
6050		0.997		1.133		0.634		0.954		0.626		2.071		2.756		2.244		2.555		
6200		1.003		1.149		0.667		1.003		0.663		2.207		2.701		2.567		3.204		
6350		0.997		1.139		0.647		0.963		0.647		2.085		2.754		2.250		2.562		
6500		0.997		1.142		0.668		1.003		0.663		2.198		2.681		2.263		2.571		
6650		0.997		1.108		0.620		0.924		0.603		2.069		2.697		2.209		2.506		
6800		0.997		1.138		0.663		1.003		0.658		2.194		2.687		2.565		3.211		
6950		1.000		1.138		0.648		0.964		0.647		2.082		2.748		2.257		2.573		
7100		1.000		1.138		0.666		1.000		0.661		2.203		2.693		2.251		2.575		
7250		1.000		1.141		0.639		0.959		0.628		2.084		2.770		2.263		2.583		
7400		1.000		1.141		0.665		1.000		0.660		2.194		2.688		2.560		3.209		
7550		1.000		1.140		0.648		0.963		0.647		2.081		2.778		2.251		2.567		
7700		0.993		1.125		0.652		0.998		0.647		2.190		2.673		2.234		2.508		
7850		0.998		1.137		0.639		0.958		0.628		2.087		2.774		2.252		2.571		
8000		1.002		1.137		0.664		1.002		0.661		2.193		2.703		2.569		3.229		
8192		0.998		1.109		0.640		0.994		0.639		2.234		2.691		2.618		3.204		
16384		0.987		1.101		0.660		0.994		0.638		2.205		2.622		2.573		3.127		
32768		0.995		1.103		0.651		0.995		0.655		2.192		2.577		2.553		3.067		
65536		1.005		1.096		0.682		1.003		0.677		2.025		2.254		2.293		2.541		
131072		0.993		1.033		0.762		0.968		0.762		1.138		1.140		1.137		1.137		
262144		1.000		1.045		0.782		0.969		0.776		1.140		1.147		1.133		1.133		
524288		0.984		1.022		0.704		0.961		0.705		1.137		1.137		1.134		1.134		
1048576		0.971		1.005		0.671		0.953		0.671		1.132		1.134		1.131		1.131		
2097152		1.007		1.014		0.833		0.989		0.838		1.143		1.191		1.302		1.400		
4194304		0.987		0.998		0.876		0.957		0.885		1.117		1.241		1.434		1.627		
