len/func	s-vec		s-unr		split		kara		avx2		avx2u		
147			1.028		1.011		0.432		0.448		2.065		3.151		
148			1.046		1.145		0.426		0.429		2.119		3.563		
149			1.030		0.968		0.427		0.443		2.082		3.632		
150			1.062		1.069		0.430		0.445		2.139		3.208		
151			1.019		1.000		0.422		0.441		2.042		3.161		
152			1.045		1.134		0.427		0.420		2.144		3.584		
153			1.034		0.884		0.425		0.444		2.125		3.625		
154			1.065		0.984		0.432		0.452		2.117		3.223		
155			1.025		0.994		0.426		0.442		2.053		3.119		
156			1.045		1.146		0.418		0.464		2.189		3.617		
157			1.035		0.903		0.427		0.442		2.100		3.452		
158			1.026		1.018		0.417		0.435		2.070		3.117		
159			1.014		0.973		0.416		0.433		2.053		3.110		
160			1.022		0.987		0.423		0.445		2.107		3.765		
161			1.042		0.898		0.428		0.421		2.195		3.809		
162			1.032		1.055		0.420		0.438		2.076		3.211		
163			1.033		1.017		0.427		0.441		2.059		3.201		
164			1.022		1.137		0.424		0.439		2.080		3.551		
165			1.038		0.891		0.423		0.434		2.108		3.621		
166			1.031		1.048		0.410		0.404		2.134		3.221		
167			1.039		0.960		0.414		0.434		2.086		3.160		
168			1.029		1.139		0.423		0.444		2.107		3.507		
169			1.053		0.917		0.426		0.443		2.138		3.655		
170			1.013		0.917		0.419		0.435		2.093		3.158		
171			1.017		0.909		0.415		0.435		2.045		3.103		
172			1.048		1.102		0.424		0.424		2.417		3.625		
173			1.046		0.912		0.424		0.441		2.335		3.487		
174			1.030		1.013		0.411		0.427		2.108		3.120		
175			1.041		0.977		0.415		0.431		2.098		3.141		
176			1.018		1.104		0.418		0.438		2.140		3.450		
177			1.041		0.913		0.422		0.446		2.246		3.689		
178			1.026		0.941		0.416		0.435		1.954		3.129		
179			1.018		0.964		0.415		0.412		2.007		3.146		
180			1.020		1.064		0.417		0.436		2.208		3.351		
181			1.031		0.922		0.415		0.434		2.293		3.570		
182			1.040		1.072		0.419		0.438		2.094		3.158		
183			1.022		0.976		0.410		0.429		2.065		3.081		
184			1.016		1.067		0.413		0.435		2.324		3.458		
185			1.032		0.914		0.414		0.430		2.165		3.556		
186			1.034		0.936		0.415		0.433		2.112		3.145		
187			1.035		0.987		0.421		0.440		2.120		3.179		
188			1.028		1.064		0.413		0.432		2.192		3.491		
189			1.032		0.936		0.418		0.436		2.356		3.636		
190			1.026		1.003		0.406		0.424		2.067		3.079		
191			1.042		0.958		0.414		0.432		2.098		3.109		
192			1.042		1.071		0.414		0.439		2.234		3.733		
193			1.043		0.941		0.417		0.431		2.212		3.683		
194			1.014		0.945		0.406		0.426		2.102		3.142		
195			1.013		0.971		0.411		0.428		2.097		3.130		
196			1.017		1.112		0.413		0.430		2.160		3.509		
197			1.029		0.935		0.411		0.426		2.223		3.582		
198			1.037		1.032		0.408		0.425		2.155		3.122		
199			1.023		0.959		0.403		0.419		2.125		3.075		
200			1.016		1.096		0.412		0.432		2.184		3.492		
350			1.020		1.079		0.383		0.401		2.239		2.971		
500			0.993		0.893		0.384		0.401		2.500		3.447		
650			0.989		0.989		0.376		0.393		2.306		3.007		
800			0.978		1.084		0.374		0.391		2.632		3.448		
950			0.978		1.056		0.371		0.397		2.413		3.020		
1100		0.975		1.112		0.381		0.399		2.711		3.422		
1250		0.992		1.034		0.393		0.407		2.497		3.204		
1400		0.978		1.182		0.385		0.404		2.776		3.308		
1550		0.982		1.032		0.387		0.405		2.486		3.112		
1700		0.962		1.185		0.389		0.408		2.842		3.522		
1850		0.976		0.936		0.389		0.407		2.449		3.112		
2000		0.976		1.177		0.394		0.414		2.838		3.665		
2150		0.972		1.115		0.390		0.408		2.520		3.085		
2300		0.962		1.194		0.393		0.410		2.917		3.500		
2450		0.980		1.094		0.401		0.419		2.469		3.292		
2600		0.971		1.198		0.399		0.407		3.048		3.735		
2750		0.960		1.143		0.395		0.411		2.592		3.198		
2900		0.971		1.210		0.404		0.422		3.018		3.707		
3050		0.972		1.099		0.406		0.427		2.565		3.116		
3200		1.020		1.354		0.443		0.464		2.633		3.260		
3350		1.018		1.152		0.460		0.481		2.061		2.621		
3500		1.000		1.147		0.443		0.488		2.468		3.000		
3650		1.000		1.196		0.452		0.475		1.961		2.574		
3800		1.008		1.147		0.448		0.470		2.345		2.874		
3950		1.007		1.143		0.461		0.500		2.132		2.651		
4100		1.007		1.207		0.467		0.486		2.509		3.024		
4250		1.000		1.203		0.454		0.477		1.964		2.549		
4400		1.007		1.210		0.466		0.487		2.455		2.982		
4550		1.058		1.235		0.485		0.508		2.168		2.694		
4700		1.000		1.111		0.465		0.483		2.465		2.936		
4850		1.000		1.200		0.445		0.486		2.012		2.596		
5000		1.006		1.175		0.459		0.477		2.467		3.000		
5150		1.011		1.218		0.469		0.489		2.136		2.656		
5300		1.006		1.169		0.463		0.476		2.507		3.005		
5450		0.995		1.245		0.456		0.478		2.018		2.603		
5600		1.005		1.194		0.465		0.482		2.487		3.046		
5750		1.005		1.162		0.454		0.475		2.097		2.611		
5900		1.000		1.178		0.455		0.490		2.500		2.988		
6050		0.990		1.245		0.457		0.489		2.030		2.599		
6200		0.990		1.169		0.458		0.480		2.467		2.993		
6350		1.009		1.186		0.461		0.493		2.127		2.650		
6500		1.000		1.176		0.462		0.485		2.503		2.993		
6650		1.004		1.216		0.473		0.504		2.062		2.667		
6800		1.000		1.215		0.465		0.498		2.519		3.053		
6950		0.967		1.176		0.455		0.476		2.035		2.557		
7100		0.972		1.198		0.464		0.484		2.469		2.962		
7250		1.004		1.263		0.461		0.482		1.992		2.579		
7400		1.004		1.186		0.459		0.480		2.417		2.961		
7550		1.008		1.209		0.466		0.487		2.080		2.637		
7700		1.004		1.205		0.466		0.488		2.467		2.993		
7850		0.992		1.245		0.458		0.481		1.899		2.614		
8000		1.007		1.213		0.467		0.488		2.459		3.003		
8192		1.014		1.235		0.482		0.503		2.535		3.098		
16384		0.989		1.190		0.461		0.489		2.447		3.016		
32768		0.991		1.210		0.471		0.491		2.484		3.005		
65536		1.022		1.251		0.499		0.520		2.629		3.158		
131072		1.000		1.249		0.475		0.503		2.257		2.439		
262144		0.996		1.185		0.487		0.485		1.576		1.625		
524288		1.044		1.181		0.542		0.564		1.693		1.853		
1048576		1.010		1.137		0.506		0.523		1.703		2.267		
2097152		1.014		0.959		0.441		0.446		1.294		1.330		
4194304		0.997		1.006		0.705		0.725		1.243		1.297		
