function: dot product
unit: all measurements in seconds
profiled: seq no-vec | seq auto-vec | seq loop-unrolled | avx2 | avx2 loop-unrolled | avx512 | avx512 loop-unrolled
bitsize: 25

len/func	s-novec		s-autovec	s-unr		avx2		avx2-unr	avx512		avx512unr
1		2.190e-09	1.880e-09	3.130e-09	3.110e-09	3.870e-09	3.580e-09	5.250e-09
2		3.130e-09	2.510e-09	3.700e-09	3.450e-09	4.160e-09	4.360e-09	5.600e-09
3		4.080e-09	3.140e-09	3.770e-09	4.980e-09	5.020e-09	4.790e-09	6.430e-09
4		4.430e-09	3.610e-09	3.930e-09	3.450e-09	5.960e-09	5.450e-09	7.030e-09
5		5.010e-09	4.710e-09	4.390e-09	3.760e-09	4.080e-09	6.090e-09	7.710e-09
6		5.650e-09	4.950e-09	5.010e-09	4.390e-09	4.390e-09	6.450e-09	7.900e-09
7		6.270e-09	4.690e-09	5.340e-09	4.700e-09	5.640e-09	6.840e-09	8.450e-09
8		6.900e-09	5.100e-09	5.330e-09	4.060e-09	6.510e-09	3.940e-09	6.300e-09
9		7.530e-09	5.590e-09	5.960e-09	4.390e-09	4.390e-09	4.660e-09	5.550e-09
10		8.150e-09	6.070e-09	6.590e-09	5.010e-09	5.020e-09	5.020e-09	6.450e-09
11		8.780e-09	6.560e-09	6.920e-09	5.620e-09	5.840e-09	5.740e-09	7.520e-09
12		9.400e-09	7.090e-09	6.890e-09	4.410e-09	6.860e-09	6.440e-09	7.560e-09
13		1.000e-08	7.590e-09	7.530e-09	5.020e-09	5.010e-09	6.870e-09	7.860e-09
14		1.070e-08	8.160e-09	7.850e-09	5.600e-09	5.640e-09	7.510e-09	8.530e-09
15		1.130e-08	8.650e-09	8.480e-09	6.150e-09	5.950e-09	8.350e-09	9.070e-09
16		1.360e-08	1.360e-08	1.390e-08	5.210e-09	7.610e-09	4.910e-09	6.260e-09
17		1.430e-08	1.420e-08	1.490e-08	5.670e-09	5.640e-09	6.630e-09	7.000e-09
18		1.320e-08	1.030e-08	9.460e-09	6.270e-09	5.950e-09	5.730e-09	6.810e-09
19		1.380e-08	1.080e-08	1.010e-08	6.830e-09	6.590e-09	6.450e-09	7.730e-09
20		1.440e-08	1.130e-08	1.010e-08	5.640e-09	6.900e-09	7.000e-09	7.710e-09
21		1.500e-08	1.180e-08	1.060e-08	6.270e-09	5.950e-09	7.410e-09	8.380e-09
22		1.570e-08	1.260e-08	1.100e-08	6.900e-09	6.580e-09	8.090e-09	9.150e-09
23		1.630e-08	1.300e-08	1.150e-08	7.470e-09	6.890e-09	8.760e-09	9.680e-09
24		1.700e-08	1.370e-08	1.140e-08	6.270e-09	7.370e-09	5.360e-09	7.310e-09
25		1.760e-08	1.410e-08	1.210e-08	6.900e-09	6.580e-09	5.730e-09	7.170e-09
26		1.820e-08	1.480e-08	1.270e-08	7.520e-09	6.890e-09	6.330e-09	7.620e-09
27		1.880e-08	1.510e-08	1.310e-08	7.990e-09	7.370e-09	6.900e-09	8.160e-09
28		1.940e-08	1.580e-08	1.300e-08	6.900e-09	7.840e-09	7.690e-09	8.580e-09
29		2.010e-08	1.620e-08	1.360e-08	7.520e-09	6.900e-09	8.280e-09	9.450e-09
30		2.070e-08	1.690e-08	1.400e-08	8.130e-09	7.350e-09	8.900e-09	1.010e-08
31		2.130e-08	1.740e-08	1.450e-08	8.710e-09	7.830e-09	9.730e-09	1.060e-08
32		2.200e-08	1.800e-08	1.440e-08	7.520e-09	5.960e-09	6.080e-09	6.080e-09
33		2.820e-08	2.520e-08	1.500e-08	8.150e-09	6.270e-09	6.300e-09	6.100e-09
34		2.890e-08	1.900e-08	1.550e-08	8.650e-09	6.630e-09	7.340e-09	7.180e-09
35		2.380e-08	1.950e-08	1.610e-08	9.310e-09	7.010e-09	8.100e-09	7.830e-09
36		3.010e-08	2.020e-08	1.600e-08	8.160e-09	7.830e-09	8.240e-09	8.210e-09
37		2.500e-08	2.070e-08	1.650e-08	8.780e-09	7.210e-09	9.000e-09	9.000e-09
38		3.140e-08	2.570e-08	1.700e-08	9.260e-09	7.520e-09	9.690e-09	9.730e-09
39		3.200e-08	2.170e-08	1.740e-08	9.930e-09	7.900e-09	1.030e-08	1.050e-08
40		3.260e-08	3.090e-08	1.740e-08	8.780e-09	8.160e-09	6.660e-09	7.160e-09
41		3.330e-08	2.280e-08	1.810e-08	9.410e-09	7.840e-09	6.830e-09	7.640e-09
42		3.390e-08	3.060e-08	1.860e-08	9.900e-09	8.170e-09	7.900e-09	8.660e-09
43		2.880e-08	2.400e-08	1.900e-08	1.050e-08	8.700e-09	8.560e-09	9.680e-09
44		2.950e-08	2.450e-08	1.890e-08	9.410e-09	8.800e-09	8.930e-09	1.000e-08
45		3.010e-08	2.500e-08	1.950e-08	1.010e-08	8.460e-09	9.730e-09	1.070e-08
46		3.070e-08	2.860e-08	2.620e-08	1.050e-08	9.310e-09	1.100e-08	1.280e-08
47		3.130e-08	2.920e-08	2.720e-08	1.110e-08	1.010e-08	1.200e-08	1.360e-08
48		3.190e-08	2.670e-08	2.040e-08	1.000e-08	9.400e-09	7.490e-09	8.070e-09
49		3.260e-08	2.720e-08	2.100e-08	1.070e-08	9.090e-09	7.450e-09	8.260e-09
50		3.320e-08	2.780e-08	2.150e-08	1.120e-08	1.040e-08	8.510e-09	9.000e-09
51		3.380e-08	2.820e-08	2.200e-08	1.190e-08	1.000e-08	9.030e-09	9.850e-09
52		3.450e-08	2.890e-08	2.200e-08	1.060e-08	1.010e-08	9.770e-09	1.060e-08
53		3.510e-08	2.930e-08	2.260e-08	1.130e-08	9.730e-09	1.040e-08	1.130e-08
54		3.580e-08	3.000e-08	2.300e-08	1.180e-08	1.010e-08	1.130e-08	1.200e-08
55		3.640e-08	3.040e-08	2.340e-08	1.240e-08	1.040e-08	1.170e-08	1.290e-08
56		3.700e-08	3.390e-08	2.980e-08	1.130e-08	1.240e-08	8.470e-09	8.620e-09
57		3.760e-08	3.450e-08	2.980e-08	1.200e-08	1.030e-08	9.100e-09	9.330e-09
58		3.830e-08	3.210e-08	2.450e-08	1.240e-08	1.080e-08	9.200e-09	9.670e-09
59		4.450e-08	3.260e-08	2.500e-08	1.310e-08	1.170e-08	9.860e-09	1.040e-08
60		4.520e-08	3.320e-08	2.490e-08	1.190e-08	1.130e-08	1.070e-08	1.130e-08
61		4.570e-08	3.360e-08	2.540e-08	1.260e-08	1.100e-08	1.150e-08	1.210e-08
62		4.640e-08	3.430e-08	2.590e-08	1.310e-08	1.130e-08	1.190e-08	1.260e-08
63		4.710e-08	3.480e-08	2.650e-08	1.380e-08	1.160e-08	1.250e-08	1.360e-08
64		4.790e-08	3.790e-08	3.250e-08	1.250e-08	9.600e-09	9.190e-09	8.250e-09
65		4.830e-08	3.850e-08	3.270e-08	1.310e-08	1.080e-08	9.680e-09	8.400e-09
66		4.890e-08	3.640e-08	2.740e-08	1.370e-08	1.100e-08	9.900e-09	8.670e-09
67		4.950e-08	3.690e-08	2.800e-08	1.440e-08	1.130e-08	1.050e-08	9.630e-09
68		5.020e-08	3.750e-08	2.790e-08	1.310e-08	1.120e-08	1.210e-08	1.120e-08
69		5.080e-08	3.790e-08	2.850e-08	1.380e-08	1.130e-08	1.310e-08	1.170e-08
70		5.140e-08	3.860e-08	2.890e-08	1.420e-08	1.190e-08	1.270e-08	1.220e-08
71		5.200e-08	3.900e-08	2.930e-08	1.500e-08	1.230e-08	1.320e-08	1.270e-08
72		5.300e-08	4.230e-08	3.540e-08	1.980e-08	1.330e-08	9.530e-09	8.770e-09
73		5.360e-08	4.310e-08	3.650e-08	1.450e-08	1.230e-08	1.010e-08	9.900e-09
74		5.390e-08	4.750e-08	3.590e-08	1.490e-08	1.260e-08	1.080e-08	1.030e-08
75		5.460e-08	4.760e-08	3.100e-08	1.550e-08	1.290e-08	1.120e-08	1.120e-08
76		5.520e-08	4.630e-08	3.080e-08	1.440e-08	1.300e-08	1.300e-08	1.260e-08
77		5.580e-08	4.880e-08	3.130e-08	1.510e-08	1.240e-08	1.400e-08	1.330e-08
78		5.640e-08	5.280e-08	3.760e-08	1.550e-08	1.470e-08	1.940e-08	1.800e-08
79		5.700e-08	5.300e-08	3.790e-08	1.620e-08	1.570e-08	2.030e-08	1.860e-08
80		5.760e-08	5.050e-08	3.240e-08	1.500e-08	1.340e-08	1.020e-08	1.010e-08
81		5.830e-08	4.900e-08	3.300e-08	1.570e-08	1.300e-08	1.030e-08	1.020e-08
82		5.900e-08	5.170e-08	3.340e-08	1.620e-08	1.390e-08	1.170e-08	1.130e-08
83		5.960e-08	4.940e-08	3.390e-08	1.690e-08	1.490e-08	1.230e-08	1.260e-08
84		6.020e-08	5.510e-08	4.020e-08	1.570e-08	1.630e-08	1.660e-08	1.650e-08
85		6.080e-08	5.610e-08	4.210e-08	1.630e-08	1.380e-08	1.790e-08	1.790e-08
86		6.140e-08	5.400e-08	3.480e-08	1.680e-08	1.390e-08	1.390e-08	1.400e-08
87		6.210e-08	5.430e-08	3.530e-08	1.750e-08	1.440e-08	1.430e-08	1.460e-08
88		5.710e-08	4.830e-08	3.530e-08	1.630e-08	1.460e-08	1.260e-08	1.220e-08
89		5.770e-08	4.880e-08	3.620e-08	1.690e-08	1.400e-08	1.150e-08	1.130e-08
90		5.830e-08	5.190e-08	4.290e-08	1.810e-08	1.590e-08	1.330e-08	1.250e-08
91		5.890e-08	5.260e-08	4.340e-08	1.850e-08	1.710e-08	1.520e-08	1.460e-08
