function: modular scalar-vector product
unit: all measurements in seconds
profiled: seq no-vec | seq auto-vec | seq loop-unrolled | avx2
bitsize: 45

len/func	s-novec		s-vec		s-unr		avx2
1		4.170e-09	2.500e-09	2.750e-09	3.480e-09
2		3.070e-09	4.960e-09	3.890e-09	4.360e-09
3		4.000e-09	3.970e-09	4.640e-09	5.230e-09
4		4.600e-09	4.580e-09	5.500e-09	3.040e-09
5		5.370e-09	5.390e-09	6.870e-09	4.870e-09
6		1.140e-08	1.140e-08	1.380e-08	5.270e-09
7		7.410e-09	7.550e-09	1.172e-08	6.760e-09
8		8.240e-09	8.300e-09	9.630e-09	3.830e-09
9		9.330e-09	1.030e-08	1.110e-08	5.110e-09
10		1.010e-08	9.990e-09	1.210e-08	6.400e-09
11		1.100e-08	1.090e-08	1.380e-08	7.720e-09
12		1.190e-08	1.180e-08	1.370e-08	4.700e-09
13		1.270e-08	1.260e-08	1.520e-08	5.800e-09
14		1.470e-08	1.370e-08	1.620e-08	7.140e-09
15		1.440e-08	1.450e-08	1.740e-08	8.390e-09
16		1.580e-08	1.540e-08	1.910e-08	5.350e-09
17		1.630e-08	1.630e-08	1.930e-08	6.740e-09
18		1.730e-08	1.760e-08	2.040e-08	7.980e-09
19		1.830e-08	1.880e-08	2.160e-08	9.190e-09
20		1.970e-08	2.140e-08	2.200e-08	6.390e-09
21		2.190e-08	2.410e-08	2.340e-08	7.500e-09
22		2.240e-08	2.440e-08	2.490e-08	8.640e-09
23		2.360e-08	2.490e-08	2.560e-08	9.890e-09
24		2.700e-08	2.930e-08	2.600e-08	7.140e-09
25		3.020e-08	2.960e-08	2.750e-08	8.310e-09
26		3.140e-08	3.110e-08	2.890e-08	9.220e-09
27		3.220e-08	3.220e-08	3.070e-08	1.070e-08
28		3.320e-08	3.310e-08	3.010e-08	7.970e-09
29		3.400e-08	3.410e-08	3.250e-08	9.280e-09
30		3.470e-08	3.480e-08	3.270e-08	1.050e-08
31		3.550e-08	3.660e-08	3.380e-08	1.200e-08
32		3.630e-08	3.670e-08	3.430e-08	8.960e-09
33		3.860e-08	3.770e-08	3.580e-08	1.050e-08
34		3.810e-08	3.830e-08	3.680e-08	1.160e-08
35		3.920e-08	4.030e-08	3.790e-08	1.330e-08
36		4.020e-08	4.040e-08	3.830e-08	9.900e-09
37		4.120e-08	4.210e-08	4.000e-08	1.120e-08
38		4.210e-08	4.190e-08	4.100e-08	1.250e-08
39		4.260e-08	4.370e-08	4.190e-08	1.460e-08
40		4.380e-08	4.390e-08	4.230e-08	1.080e-08
41		4.470e-08	4.580e-08	4.390e-08	1.210e-08
42		4.540e-08	4.570e-08	4.510e-08	1.370e-08
43		4.650e-08	4.730e-08	4.610e-08	1.590e-08
44		4.750e-08	4.750e-08	4.650e-08	1.170e-08
45		4.930e-08	4.840e-08	4.850e-08	1.300e-08
46		4.900e-08	4.900e-08	4.900e-08	1.510e-08
47		4.970e-08	5.000e-08	5.030e-08	1.680e-08
48		5.030e-08	5.110e-08	5.140e-08	1.260e-08
49		5.120e-08	5.190e-08	5.230e-08	1.390e-08
50		5.220e-08	5.360e-08	5.330e-08	1.630e-08
51		5.310e-08	5.360e-08	5.420e-08	1.820e-08
52		5.410e-08	5.460e-08	5.460e-08	1.350e-08
53		5.490e-08	5.650e-08	5.630e-08	1.570e-08
54		5.580e-08	5.630e-08	5.750e-08	1.880e-08
55		5.690e-08	5.720e-08	5.840e-08	1.830e-08
56		5.770e-08	5.950e-08	5.870e-08	1.470e-08
57		5.930e-08	5.920e-08	6.140e-08	1.800e-08
58		5.980e-08	5.990e-08	6.150e-08	1.900e-08
59		6.080e-08	6.080e-08	6.250e-08	1.940e-08
60		6.180e-08	6.190e-08	6.360e-08	1.600e-08
61		6.260e-08	6.280e-08	6.460e-08	1.910e-08
62		6.320e-08	6.350e-08	6.580e-08	1.960e-08
63		6.430e-08	6.450e-08	6.660e-08	1.950e-08
64		6.530e-08	6.540e-08	6.690e-08	1.740e-08
65		6.630e-08	6.630e-08	6.840e-08	1.960e-08
66		6.700e-08	6.700e-08	6.970e-08	1.970e-08
67		6.880e-08	6.790e-08	7.070e-08	2.020e-08
68		6.910e-08	7.000e-08	7.120e-08	1.920e-08
69		6.980e-08	6.990e-08	7.380e-08	1.980e-08
70		7.050e-08	7.060e-08	7.480e-08	1.970e-08
71		7.140e-08	7.150e-08	7.520e-08	2.090e-08
72		7.340e-08	7.260e-08	7.880e-08	1.880e-08
73		7.430e-08	7.340e-08	7.930e-08	1.930e-08
74		7.410e-08	7.520e-08	8.080e-08	2.010e-08
75		7.500e-08	7.600e-08	8.150e-08	2.160e-08
76		7.610e-08	7.720e-08	8.390e-08	1.870e-08
77		7.700e-08	7.700e-08	8.460e-08	1.970e-08
78		7.780e-08	7.770e-08	8.680e-08	2.100e-08
79		7.850e-08	7.860e-08	8.740e-08	2.260e-08
80		7.970e-08	7.970e-08	8.960e-08	1.940e-08
81		8.050e-08	8.060e-08	9.000e-08	2.060e-08
82		8.120e-08	8.130e-08	9.080e-08	2.190e-08
83		8.210e-08	8.220e-08	9.260e-08	2.340e-08
84		8.340e-08	8.330e-08	9.370e-08	2.040e-08
85		8.410e-08	8.420e-08	9.410e-08	2.140e-08
86		8.480e-08	8.490e-08	9.510e-08	2.270e-08
87		8.570e-08	8.580e-08	9.670e-08	2.420e-08
88		8.680e-08	8.690e-08	9.770e-08	2.110e-08
89		8.770e-08	8.770e-08	1.070e-07	2.220e-08
90		8.830e-08	8.860e-08	9.970e-08	2.360e-08
91		8.920e-08	8.950e-08	1.000e-07	2.520e-08
92		9.150e-08	9.050e-08	1.020e-07	2.180e-08
93		9.230e-08	9.140e-08	1.020e-07	2.330e-08
94		9.200e-08	9.300e-08	1.040e-07	2.470e-08
95		9.290e-08	9.300e-08	1.050e-07	2.690e-08
96		9.410e-08	9.410e-08	1.060e-07	2.300e-08
97		9.570e-08	9.500e-08	1.060e-07	2.440e-08
98		9.650e-08	9.570e-08	1.070e-07	2.580e-08
99		9.640e-08	9.750e-08	1.080e-07	2.730e-08
100		9.750e-08	9.850e-08	1.110e-07	2.450e-08
101		9.860e-08	9.860e-08	1.110e-07	2.580e-08
102		9.900e-08	9.920e-08	1.120e-07	2.650e-08
103		1.000e-07	1.000e-07	1.130e-07	2.880e-08
104		1.020e-07	1.010e-07	1.150e-07	2.470e-08
105		1.020e-07	1.020e-07	1.150e-07	2.640e-08
106		1.030e-07	1.030e-07	1.160e-07	2.770e-08
107		1.040e-07	1.040e-07	1.170e-07	2.940e-08
108		1.050e-07	1.050e-07	1.270e-07	2.550e-08
109		1.060e-07	1.060e-07	1.190e-07	2.710e-08
110		1.070e-07	1.060e-07	1.200e-07	2.890e-08
111		1.070e-07	1.080e-07	1.390e-07	5.000e-08
112		1.090e-07	1.080e-07	1.230e-07	2.570e-08
113		1.090e-07	1.090e-07	1.230e-07	2.750e-08
114		1.100e-07	1.100e-07	1.250e-07	2.910e-08
115		1.110e-07	1.110e-07	1.840e-07	5.240e-08
116		2.020e-07	1.940e-07	1.280e-07	2.830e-08
117		1.130e-07	1.130e-07	1.270e-07	2.950e-08
118		1.130e-07	1.140e-07	1.280e-07	3.070e-08
119		1.150e-07	1.150e-07	1.290e-07	3.230e-08
120		1.150e-07	1.160e-07	1.420e-07	3.210e-08
121		2.100e-07	2.000e-07	1.350e-07	3.000e-08
122		1.170e-07	1.170e-07	1.320e-07	3.180e-08
123		1.180e-07	1.190e-07	1.340e-07	3.290e-08
124		1.190e-07	1.290e-07	1.350e-07	3.160e-08
125		1.200e-07	1.200e-07	1.360e-07	3.320e-08
126		1.210e-07	1.210e-07	1.370e-07	3.440e-08
127		1.220e-07	1.220e-07	1.380e-07	3.570e-08
128		1.310e-07	1.230e-07	1.390e-07	3.130e-08
129		1.240e-07	1.230e-07	1.390e-07	3.420e-08
130		1.250e-07	1.240e-07	1.410e-07	3.530e-08
131		1.250e-07	1.250e-07	1.410e-07	3.700e-08
132		1.260e-07	1.260e-07	1.430e-07	3.420e-08
133		1.270e-07	1.280e-07	1.440e-07	3.540e-08
134		1.280e-07	1.290e-07	1.450e-07	3.660e-08
135		1.290e-07	1.290e-07	1.460e-07	3.790e-08
136		1.300e-07	1.300e-07	1.480e-07	3.420e-08
137		1.310e-07	1.310e-07	1.480e-07	3.570e-08
138		1.310e-07	1.320e-07	1.490e-07	3.710e-08
139		1.320e-07	1.420e-07	1.500e-07	3.830e-08
140		1.340e-07	1.330e-07	1.520e-07	3.580e-08
141		1.350e-07	1.340e-07	1.520e-07	3.760e-08
142		1.350e-07	1.350e-07	1.530e-07	3.900e-08
143		1.360e-07	1.370e-07	1.540e-07	3.950e-08
144		1.380e-07	1.380e-07	1.560e-07	3.650e-08
145		1.380e-07	1.380e-07	1.560e-07	3.800e-08
