function: dot product
unit: all measurements in seconds
profiled: avx2 (4) | avx2 loop-unrolled 2 (8) | avx2 loop-unrolled 4 (16) | avx2 loop-unrolled 8 (32) | avx512 | avx512 loop-unrolled
bitsize: 25

len/func	avx2		avx2-u2		avx2-u4		avx2-u8		avx512		avx512u
1		3.130e-09	4.390e-09	3.820e-09	3.450e-09	3.940e-09	4.660e-09
2		3.450e-09	5.170e-09	5.110e-09	4.080e-09	4.400e-09	5.150e-09
3		4.070e-09	5.960e-09	5.440e-09	4.230e-09	5.180e-09	5.960e-09
4		3.450e-09	6.270e-09	5.860e-09	4.700e-09	5.620e-09	6.490e-09
5		3.760e-09	4.070e-09	4.710e-09	4.080e-09	6.530e-09	7.170e-09
6		4.390e-09	5.020e-09	5.220e-09	4.390e-09	6.560e-09	7.350e-09
7		4.710e-09	5.540e-09	5.950e-09	5.020e-09	7.090e-09	7.570e-09
8		4.050e-09	4.170e-09	6.370e-09	5.330e-09	3.940e-09	6.100e-09
9		4.420e-09	4.550e-09	4.800e-09	4.390e-09	4.660e-09	5.550e-09
10		5.020e-09	4.900e-09	5.650e-09	5.010e-09	5.050e-09	6.510e-09
11		5.330e-09	6.050e-09	6.190e-09	5.330e-09	5.780e-09	6.920e-09
12		4.550e-09	6.850e-09	6.750e-09	6.090e-09	7.100e-09	7.730e-09
13		5.100e-09	5.200e-09	5.160e-09	5.110e-09	7.840e-09	8.620e-09
14		5.740e-09	5.530e-09	6.060e-09	5.750e-09	7.550e-09	8.580e-09
15		5.990e-09	5.900e-09	6.590e-09	5.970e-09	8.420e-09	9.670e-09
16		5.300e-09	4.880e-09	4.420e-09	6.440e-09	4.710e-09	6.700e-09
17		5.660e-09	5.380e-09	4.700e-09	5.690e-09	5.320e-09	5.910e-09
18		6.320e-09	6.000e-09	5.340e-09	5.960e-09	5.740e-09	6.830e-09
19		6.620e-09	6.330e-09	5.950e-09	6.580e-09	6.460e-09	7.160e-09
20		5.730e-09	7.150e-09	6.270e-09	6.900e-09	7.020e-09	7.930e-09
21		6.320e-09	5.660e-09	5.640e-09	5.950e-09	7.410e-09	8.530e-09
22		6.910e-09	6.360e-09	6.270e-09	6.590e-09	8.040e-09	9.220e-09
23		7.220e-09	6.840e-09	6.640e-09	6.950e-09	8.760e-09	1.000e-08
24		6.290e-09	5.810e-09	7.270e-09	7.370e-09	5.180e-09	7.560e-09
25		6.960e-09	6.270e-09	6.340e-09	6.660e-09	5.860e-09	6.950e-09
26		7.600e-09	6.750e-09	6.960e-09	6.980e-09	6.430e-09	7.460e-09
27		7.990e-09	7.400e-09	7.590e-09	7.560e-09	7.160e-09	7.940e-09
28		6.960e-09	7.950e-09	7.920e-09	7.920e-09	7.760e-09	8.540e-09
29		7.580e-09	6.670e-09	6.970e-09	6.960e-09	8.370e-09	9.250e-09
30		8.150e-09	7.310e-09	7.250e-09	7.360e-09	8.840e-09	9.870e-09
31		8.460e-09	7.690e-09	7.910e-09	7.840e-09	9.680e-09	1.040e-08
32		7.530e-09	6.660e-09	5.640e-09	5.960e-09	6.270e-09	5.740e-09
33		8.150e-09	7.090e-09	5.960e-09	6.270e-09	6.360e-09	6.100e-09
