unit: all measurements in seconds
profiled: seq no-vec | seq auto-vec | seq loop-unrolled | avx2 | avx2 loop-unrolled | avx512 | avx512 loop-unrolled
bitsize: 25

len/func	s-novec		s-autovec	s-unr		avx2		avx2-unr	avx512		avx512unr
1		1.440e-09	1.480e-09	2.290e-09	2.040e-09	3.340e-09	2.790e-09	3.060e-09
2		1.670e-09	1.690e-09	2.310e-09	2.280e-09	3.620e-09	2.830e-09	3.420e-09
3		2.510e-09	2.500e-09	2.630e-09	2.560e-09	3.690e-09	3.090e-09	3.630e-09
4		3.340e-09	2.260e-09	3.060e-09	2.510e-09	3.090e-09	3.200e-09	3.810e-09
5		3.060e-09	2.550e-09	3.720e-09	3.300e-09	3.350e-09	3.470e-09	4.130e-09
6		3.350e-09	3.070e-09	3.900e-09	3.580e-09	3.640e-09	3.920e-09	4.570e-09
7		3.660e-09	3.060e-09	4.170e-09	3.880e-09	3.760e-09	3.920e-09	4.570e-09
8		5.530e-09	2.890e-09	3.620e-09	2.790e-09	3.630e-09	2.130e-09	2.740e-09
9		4.270e-09	3.120e-09	4.320e-09	3.610e-09	3.620e-09	3.370e-09	3.720e-09
10		4.480e-09	3.720e-09	4.540e-09	3.890e-09	3.950e-09	3.690e-09	4.060e-09
11		4.740e-09	3.620e-09	4.760e-09	4.180e-09	4.220e-09	3.960e-09	4.420e-09
12		5.020e-09	3.420e-09	4.180e-09	3.170e-09	3.970e-09	3.960e-09	4.720e-09
13		5.290e-09	3.760e-09	4.870e-09	3.870e-09	3.900e-09	4.350e-09	5.060e-09
14		5.580e-09	4.240e-09	5.110e-09	4.180e-09	4.240e-09	4.870e-09	5.490e-09
15		5.850e-09	4.620e-09	5.320e-09	4.460e-09	4.510e-09	4.870e-09	5.540e-09
16		6.130e-09	3.990e-09	4.910e-09	3.350e-09	4.460e-09	2.650e-09	3.050e-09
17		6.410e-09	4.660e-09	5.390e-09	4.160e-09	4.180e-09	3.740e-09	4.000e-09
18		6.710e-09	4.810e-09	5.600e-09	4.460e-09	4.470e-09	4.030e-09	4.310e-09
19		7.010e-09	4.780e-09	5.880e-09	4.730e-09	4.760e-09	4.300e-09	4.610e-09
20		7.300e-09	4.540e-09	5.290e-09	3.900e-09	4.740e-09	4.400e-09	4.970e-09
21		7.640e-09	4.760e-09	6.100e-09	4.440e-09	4.460e-09	4.660e-09	5.280e-09
22		8.530e-09	5.290e-09	6.210e-09	4.740e-09	4.940e-09	5.280e-09	5.780e-09
23		8.420e-09	5.300e-09	6.490e-09	5.030e-09	5.220e-09	5.480e-09	5.790e-09
24		8.920e-09	5.230e-09	5.880e-09	5.060e-09	5.020e-09	3.480e-09	3.480e-09
25		9.030e-09	5.320e-09	6.480e-09	5.340e-09	4.770e-09	4.420e-09	4.610e-09
26		9.750e-09	5.870e-09	6.760e-09	5.660e-09	5.080e-09	4.690e-09	4.600e-09
27		9.720e-09	5.850e-09	7.020e-09	5.620e-09	5.380e-09	4.860e-09	4.880e-09
28		1.030e-08	5.600e-09	6.430e-09	1.010e-08	5.310e-09	1.140e-08	5.250e-09
29		1.060e-08	1.090e-08	1.120e-08	6.680e-09	1.060e-08	5.080e-09	1.100e-08
30		1.120e-08	6.410e-09	7.260e-09	6.970e-09	5.400e-09	5.560e-09	6.080e-09
31		1.110e-08	6.620e-09	7.560e-09	6.970e-09	5.670e-09	5.540e-09	6.090e-09
32		1.150e-08	6.250e-09	6.970e-09	5.870e-09	3.100e-09	4.600e-09	4.510e-09
33		1.160e-08	6.480e-09	7.550e-09	6.230e-09	4.470e-09	5.570e-09	5.490e-09
34		1.180e-08	6.960e-09	7.850e-09	6.500e-09	4.630e-09	5.720e-09	5.670e-09
35		1.220e-08	6.960e-09	8.110e-09	6.410e-09	5.020e-09	5.970e-09	5.930e-09
36		1.180e-08	6.770e-09	7.580e-09	6.410e-09	4.840e-09	5.850e-09	6.010e-09
37		1.290e-08	7.020e-09	8.090e-09	6.690e-09	5.020e-09	6.140e-09	5.980e-09
38		1.300e-08	7.560e-09	8.360e-09	6.970e-09	5.260e-09	6.230e-09	6.420e-09
39		1.350e-08	7.530e-09	8.700e-09	6.980e-09	5.630e-09	6.840e-09	6.540e-09
40		1.390e-08	7.260e-09	8.080e-09	6.960e-09	5.460e-09	5.780e-09	5.780e-09
41		1.430e-08	7.560e-09	8.690e-09	7.250e-09	5.290e-09	6.670e-09	6.750e-09
42		1.470e-08	8.080e-09	8.990e-09	1.140e-08	5.380e-09	1.130e-08	7.070e-09
43		1.500e-08	1.280e-08	1.290e-08	7.520e-09	1.190e-08	7.170e-09	1.150e-08
44		1.540e-08	7.820e-09	8.640e-09	7.520e-09	5.750e-09	7.010e-09	7.120e-09
45		1.550e-08	8.090e-09	9.210e-09	7.810e-09	5.850e-09	7.330e-09	7.250e-09
46		1.570e-08	8.660e-09	9.490e-09	8.090e-09	5.850e-09	7.290e-09	7.330e-09
