unit: all measurements in seconds
profiled: seq no-vec | seq auto-vec | seq loop-unrolled | avx2 | avx2 loop-unrolled
bitsize: 25

len/func	s-novec		s-autovec	s-unr		avx2		avx2-unr
1		6.740e-10	8.350e-10	1.210e-09	1.380e-09	1.790e-09
2		9.020e-10	1.030e-09	1.340e-09	1.570e-09	2.020e-09
3		1.120e-09	1.300e-09	1.570e-09	1.800e-09	2.010e-09
4		1.240e-09	1.720e-09	2.170e-09	1.620e-09	2.290e-09
5		2.150e-09	1.910e-09	2.480e-09	2.030e-09	2.250e-09
6		1.780e-09	2.200e-09	2.700e-09	2.260e-09	2.470e-09
7		1.830e-09	2.240e-09	2.950e-09	2.510e-09	2.450e-09
8		3.850e-09	2.130e-09	2.660e-09	1.820e-09	2.690e-09
9		5.550e-09	2.350e-09	2.920e-09	2.250e-09	2.450e-09
10		4.620e-09	2.660e-09	3.140e-09	2.470e-09	2.680e-09
11		5.110e-09	2.610e-09	3.360e-09	2.700e-09	2.680e-09
12		5.790e-09	2.600e-09	3.140e-09	2.040e-09	2.920e-09
13		8.710e-09	2.750e-09	3.490e-09	2.540e-09	2.680e-09
14		8.010e-09	3.140e-09	3.600e-09	2.700e-09	2.690e-09
15		7.900e-09	3.070e-09	3.830e-09	2.930e-09	2.940e-09
16		7.230e-09	2.980e-09	3.590e-09	2.250e-09	3.140e-09
17		7.840e-09	3.140e-09	3.820e-09	2.800e-09	2.910e-09
18		9.220e-09	3.540e-09	4.050e-09	2.930e-09	2.930e-09
19		1.010e-08	3.660e-09	4.270e-09	3.170e-09	3.120e-09
20		1.004e-08	3.650e-09	4.250e-09	2.480e-09	3.360e-09
21		1.060e-08	3.580e-09	4.870e-09	2.970e-09	3.140e-09
22		1.080e-08	4.170e-09	5.180e-09	3.200e-09	3.120e-09
23		1.120e-08	4.050e-09	5.380e-09	4.430e-09	3.360e-09
24		1.150e-08	4.240e-09	5.170e-09	4.240e-09	3.580e-09
25		1.170e-08	4.390e-09	5.520e-09	4.470e-09	3.370e-09
26		1.280e-08	4.810e-09	5.970e-09	4.550e-09	3.590e-09
27		1.350e-08	4.910e-09	6.180e-09	4.730e-09	3.810e-09
28		1.470e-08	4.990e-09	5.920e-09	8.070e-09	3.820e-09
29		1.400e-08	8.440e-09	8.980e-09	4.920e-09	8.280e-09
30		1.610e-08	5.430e-09	6.700e-09	5.030e-09	3.900e-09
31		1.530e-08	5.690e-09	6.770e-09	5.310e-09	3.800e-09
32		1.590e-08	5.520e-09	6.660e-09	5.160e-09	2.510e-09
33		1.650e-08	5.840e-09	7.290e-09	5.440e-09	3.360e-09
34		1.740e-08	6.100e-09	7.340e-09	5.410e-09	3.430e-09
35		1.610e-08	6.270e-09	7.470e-09	5.680e-09	3.570e-09
36		2.030e-08	5.990e-09	7.200e-09	5.580e-09	3.850e-09
37		2.020e-08	6.250e-09	7.610e-09	5.820e-09	3.880e-09
38		2.050e-08	6.760e-09	8.060e-09	5.840e-09	3.590e-09
39		2.050e-08	6.840e-09	8.320e-09	6.080e-09	3.810e-09
40		2.110e-08	6.570e-09	8.150e-09	6.040e-09	4.230e-09
41		2.120e-08	6.740e-09	8.570e-09	6.260e-09	4.020e-09
42		2.170e-08	7.460e-09	8.870e-09	9.170e-09	4.020e-09
43		2.170e-08	9.800e-09	1.030e-08	6.500e-09	9.400e-09
44		2.180e-08	8.200e-09	8.720e-09	6.480e-09	4.650e-09
45		2.230e-08	8.240e-09	9.020e-09	6.700e-09	4.470e-09
46		2.300e-08	8.710e-09	9.540e-09	6.850e-09	4.350e-09
47		2.270e-08	8.830e-09	9.830e-09	7.110e-09	4.460e-09
48		2.290e-08	8.820e-09	9.470e-09	6.920e-09	4.700e-09
49		2.250e-08	8.980e-09	9.790e-09	7.140e-09	4.690e-09
50		2.390e-08	9.520e-09	1.000e-08	7.180e-09	4.700e-09
51		2.350e-08	9.610e-09	1.050e-08	7.500e-09	4.920e-09
52		2.470e-08	9.520e-09	1.020e-08	1.050e-08	5.240e-09
53		2.330e-08	1.090e-08	1.120e-08	8.240e-09	1.090e-08
54		2.350e-08	1.020e-08	1.110e-08	8.290e-09	4.940e-09
55		2.400e-08	1.020e-08	1.120e-08	8.490e-09	5.270e-09
56		2.450e-08	1.090e-08	1.080e-08	8.920e-09	5.200e-09
57		2.460e-08	1.030e-08	1.130e-08	9.380e-09	5.380e-09
58		2.480e-08	1.080e-08	1.180e-08	9.360e-09	5.490e-09
59		2.580e-08	1.090e-08	1.190e-08	9.840e-09	5.710e-09
60		2.470e-08	1.090e-08	1.170e-08	8.650e-09	5.600e-09
61		2.480e-08	1.100e-08	1.200e-08	8.890e-09	5.960e-09
62		2.580e-08	1.150e-08	1.230e-08	9.610e-09	5.600e-09
63		2.550e-08	1.150e-08	1.230e-08	1.080e-08	5.830e-09
64		2.540e-08	1.120e-08	1.220e-08	8.800e-09	4.390e-09
65		2.600e-08	1.140e-08	1.330e-08	9.250e-09	6.050e-09
66		2.640e-08	1.220e-08	1.300e-08	9.580e-09	6.040e-09
67		2.550e-08	1.230e-08	1.320e-08	9.580e-09	6.430e-09
68		2.650e-08	1.210e-08	1.300e-08	9.390e-09	5.710e-09
69		2.640e-08	1.240e-08	1.420e-08	9.390e-09	6.500e-09
70		2.730e-08	1.290e-08	1.380e-08	9.600e-09	6.270e-09
71		2.640e-08	1.300e-08	1.400e-08	9.850e-09	6.620e-09
72		2.690e-08	1.280e-08	1.370e-08	9.830e-09	6.110e-09
73		2.760e-08	1.350e-08	1.380e-08	9.830e-09	6.710e-09
74		2.850e-08	1.390e-08	1.460e-08	1.030e-08	6.890e-09
75		2.780e-08	1.380e-08	1.470e-08	1.030e-08	7.130e-09
76		2.920e-08	1.350e-08	1.470e-08	1.240e-08	6.550e-09
77		2.810e-08	1.350e-08	1.500e-08	1.050e-08	1.260e-08
78		2.840e-08	1.430e-08	1.530e-08	1.050e-08	6.990e-09
79		2.850e-08	1.430e-08	1.510e-08	1.050e-08	7.170e-09
80		3.030e-08	1.380e-08	1.490e-08	1.060e-08	6.480e-09
81		2.870e-08	1.480e-08	1.520e-08	1.080e-08	7.390e-09
82		2.870e-08	1.470e-08	1.560e-08	1.270e-08	7.380e-09
83		2.950e-08	1.470e-08	1.600e-08	1.100e-08	1.280e-08
84		2.920e-08	1.440e-08	1.550e-08	1.100e-08	6.830e-09
85		2.890e-08	1.460e-08	1.560e-08	1.120e-08	7.910e-09
86		2.960e-08	1.540e-08	1.630e-08	1.120e-08	7.620e-09
87		3.040e-08	1.560e-08	1.730e-08	1.160e-08	7.850e-09
88		2.980e-08	1.510e-08	1.630e-08	1.300e-08	7.140e-09
89		2.990e-08	1.610e-08	1.640e-08	1.170e-08	1.320e-08
90		3.050e-08	1.610e-08	1.710e-08	1.170e-08	8.070e-09
91		3.080e-08	1.630e-08	1.720e-08	1.270e-08	8.290e-09
92		3.030e-08	1.570e-08	1.700e-08	1.180e-08	7.860e-09
93		3.130e-08	1.660e-08	1.710e-08	1.210e-08	8.500e-09
94		3.110e-08	1.680e-08	1.770e-08	1.340e-08	8.370e-09
95		3.140e-08	1.690e-08	1.790e-08	1.230e-08	1.360e-08
96		3.130e-08	1.630e-08	1.740e-08	1.230e-08	6.350e-09
97		3.190e-08	1.650e-08	1.800e-08	1.250e-08	8.730e-09
98		3.160e-08	1.750e-08	1.840e-08	1.260e-08	1.390e-08
99		3.190e-08	1.840e-08	1.880e-08	1.430e-08	8.960e-09
100		3.190e-08	1.740e-08	1.830e-08	1.280e-08	7.950e-09
101		3.260e-08	1.710e-08	1.860e-08	1.300e-08	9.190e-09
102		3.340e-08	1.830e-08	1.930e-08	1.300e-08	9.050e-09
103		3.230e-08	1.840e-08	1.960e-08	1.330e-08	9.180e-09
104		3.320e-08	1.850e-08	1.880e-08	1.430e-08	8.350e-09
105		3.320e-08	1.800e-08	1.910e-08	1.580e-08	1.450e-08
106		3.350e-08	1.970e-08	2.000e-08	1.350e-08	9.410e-09
107		3.480e-08	1.900e-08	2.010e-08	1.360e-08	9.720e-09
108		3.400e-08	1.830e-08	1.970e-08	1.370e-08	8.600e-09
109		3.410e-08	1.850e-08	2.070e-08	1.390e-08	9.850e-09
110		3.400e-08	1.950e-08	2.070e-08	1.390e-08	9.740e-09
111		3.490e-08	1.960e-08	2.090e-08	1.420e-08	9.860e-09
112		3.380e-08	1.890e-08	2.120e-08	1.400e-08	8.840e-09
113		3.450e-08	1.920e-08	2.050e-08	1.440e-08	1.000e-08
114		3.480e-08	2.030e-08	2.210e-08	1.440e-08	1.010e-08
115		3.460e-08	2.040e-08	2.150e-08	1.470e-08	1.030e-08
116		3.540e-08	1.980e-08	2.130e-08	1.460e-08	9.280e-09
117		3.590e-08	1.990e-08	2.150e-08	1.470e-08	1.050e-08
118		3.570e-08	2.090e-08	2.220e-08	1.560e-08	1.030e-08
119		3.670e-08	2.110e-08	2.220e-08	1.520e-08	1.570e-08
120		3.600e-08	2.030e-08	2.250e-08	1.490e-08	9.420e-09
121		3.740e-08	2.040e-08	2.240e-08	1.530e-08	1.080e-08
122		3.700e-08	2.170e-08	2.370e-08	1.600e-08	1.070e-08
123		3.710e-08	2.180e-08	2.460e-08	1.550e-08	1.610e-08
124		3.700e-08	2.120e-08	2.490e-08	1.540e-08	9.910e-09
125		3.920e-08	2.110e-08	2.450e-08	1.570e-08	1.120e-08
126		3.730e-08	2.240e-08	2.580e-08	1.620e-08	1.090e-08
127		3.760e-08	2.250e-08	2.630e-08	1.670e-08	1.640e-08
128		3.790e-08	2.180e-08	2.370e-08	2.040e-08	8.610e-09
129		3.840e-08	2.240e-08	2.380e-08	2.060e-08	1.140e-08
130		3.840e-08	2.320e-08	2.500e-08	2.080e-08	1.140e-08
131		3.850e-08	2.330e-08	2.520e-08	2.180e-08	1.170e-08
132		3.760e-08	2.240e-08	2.710e-08	2.060e-08	9.970e-09
133		3.870e-08	2.320e-08	2.750e-08	2.140e-08	9.810e-09
134		3.970e-08	2.380e-08	2.840e-08	2.080e-08	1.270e-08
135		3.900e-08	2.410e-08	2.840e-08	2.120e-08	1.200e-08
136		4.050e-08	2.300e-08	2.690e-08	2.100e-08	1.030e-08
137		3.960e-08	2.320e-08	2.740e-08	2.140e-08	1.000e-08
138		3.920e-08	2.440e-08	2.810e-08	2.100e-08	1.220e-08
139		3.950e-08	2.540e-08	2.790e-08	2.170e-08	1.230e-08
140		3.990e-08	2.390e-08	2.780e-08	2.110e-08	1.070e-08
141		3.960e-08	2.460e-08	2.970e-08	2.180e-08	1.030e-08
142		3.960e-08	2.560e-08	2.930e-08	2.130e-08	1.260e-08
143		4.040e-08	2.540e-08	2.930e-08	2.270e-08	1.290e-08
144		4.060e-08	2.590e-08	2.930e-08	2.150e-08	1.080e-08
145		4.010e-08	2.610e-08	2.950e-08	2.200e-08	1.050e-08
146		4.130e-08	2.730e-08	3.020e-08	2.150e-08	1.290e-08
147		4.100e-08	2.740e-08	2.950e-08	2.220e-08	1.290e-08
148		4.230e-08	2.670e-08	2.850e-08	2.170e-08	1.120e-08
149		4.150e-08	2.730e-08	2.930e-08	2.210e-08	1.080e-08
150		4.190e-08	2.830e-08	2.980e-08	2.180e-08	1.310e-08
151		4.200e-08	2.880e-08	3.130e-08	2.280e-08	1.380e-08
152		4.220e-08	2.790e-08	2.940e-08	2.190e-08	1.160e-08
153		4.280e-08	2.890e-08	3.060e-08	2.270e-08	1.140e-08
154		4.290e-08	2.950e-08	3.020e-08	2.230e-08	1.340e-08
155		4.260e-08	2.960e-08	3.190e-08	2.280e-08	1.390e-08
156		4.250e-08	2.990e-08	3.100e-08	2.230e-08	1.190e-08
157		4.330e-08	2.950e-08	3.130e-08	2.280e-08	1.180e-08
158		4.370e-08	2.970e-08	3.040e-08	2.230e-08	1.380e-08
159		4.290e-08	3.040e-08	3.250e-08	2.330e-08	1.450e-08
160		4.430e-08	3.000e-08	3.150e-08	2.250e-08	1.050e-08
161		4.370e-08	3.000e-08	3.250e-08	2.320e-08	1.160e-08
162		4.360e-08	3.090e-08	3.230e-08	2.240e-08	1.410e-08
163		4.410e-08	3.140e-08	3.260e-08	2.350e-08	1.460e-08
164		4.650e-08	3.060e-08	3.200e-08	2.340e-08	1.220e-08
165		4.430e-08	3.040e-08	3.250e-08	2.310e-08	1.190e-08
166		4.580e-08	3.120e-08	3.280e-08	2.320e-08	1.480e-08
167		4.480e-08	3.140e-08	3.250e-08	2.390e-08	1.510e-08
168		4.610e-08	3.110e-08	3.280e-08	2.350e-08	1.250e-08
169		4.500e-08	3.110e-08	3.280e-08	2.340e-08	1.280e-08
170		4.540e-08	3.170e-08	3.340e-08	2.340e-08	1.500e-08
171		4.680e-08	3.200e-08	3.360e-08	2.470e-08	1.490e-08
172		4.550e-08	3.180e-08	3.300e-08	2.390e-08	1.290e-08
173		4.610e-08	3.230e-08	3.490e-08	2.340e-08	1.230e-08
174		4.610e-08	3.280e-08	3.510e-08	2.400e-08	1.550e-08
175		4.660e-08	3.280e-08	3.490e-08	2.380e-08	1.540e-08
176		4.620e-08	3.270e-08	3.450e-08	2.400e-08	1.320e-08
177		4.690e-08	3.290e-08	3.410e-08	2.380e-08	1.250e-08
178		4.660e-08	3.320e-08	3.560e-08	2.430e-08	1.570e-08
179		4.790e-08	3.380e-08	3.560e-08	2.460e-08	1.610e-08
180		4.720e-08	3.330e-08	3.520e-08	2.420e-08	1.350e-08
181		4.780e-08	3.330e-08	3.560e-08	2.470e-08	1.310e-08
182		4.740e-08	3.390e-08	3.620e-08	2.480e-08	1.590e-08
183		4.830e-08	3.400e-08	3.610e-08	2.470e-08	1.640e-08
184		4.820e-08	3.380e-08	3.510e-08	2.390e-08	1.330e-08
185		4.780e-08	3.380e-08	3.610e-08	2.500e-08	1.340e-08
186		4.920e-08	3.360e-08	3.590e-08	2.440e-08	1.610e-08
187		4.910e-08	3.380e-08	3.490e-08	2.450e-08	1.630e-08
188		5.030e-08	3.310e-08	3.460e-08	2.410e-08	1.380e-08
189		4.960e-08	3.320e-08	3.520e-08	2.520e-08	1.340e-08
190		4.950e-08	3.380e-08	3.570e-08	2.440e-08	1.650e-08
191		5.020e-08	3.420e-08	3.640e-08	2.470e-08	1.680e-08
