function: (64-bit) modular scalar-vector product
unit: all measurements in seconds
profiled: seq no-vec | seq auto-vec | flint | avx2
bitsize: 60

len/func	s-novec		s-vec		flint		avx2

10		1.440e-08	1.360e-08	1.450e-08	1.040e-08
35		3.000e-08	2.490e-08	2.490e-08	2.450e-08
60		4.490e-08	4.540e-08	4.270e-08	3.990e-08
85		6.230e-08	6.350e-08	6.040e-08	5.520e-08
110		7.850e-08	7.970e-08	7.950e-08	7.380e-08
135		9.600e-08	9.570e-08	9.630e-08	9.170e-08
160		1.370e-07	2.030e-07	2.070e-07	1.970e-07
185		2.060e-07	1.290e-07	1.280e-07	1.240e-07
210		1.460e-07	1.460e-07	1.460e-07	1.400e-07
360		2.460e-07	2.460e-07	2.470e-07	2.420e-07
510		3.480e-07	3.470e-07	3.490e-07	3.340e-07
660		5.210e-07	5.840e-07	7.010e-07	4.220e-07
810		5.480e-07	5.470e-07	5.490e-07	5.280e-07
960		6.490e-07	6.510e-07	6.500e-07	6.230e-07
1110		7.490e-07	1.052e-06	1.360e-06	1.280e-06
1260		1.530e-06	8.600e-07	8.500e-07	7.990e-07
1410		9.590e-07	9.500e-07	9.530e-07	1.152e-06
1560		1.050e-06	1.060e-06	1.050e-06	1.010e-06
1710		1.150e-06	2.000e-06	2.120e-06	1.960e-06
1860		2.350e-06	1.430e-06	1.250e-06	1.190e-06
2010		1.350e-06	1.350e-06	1.460e-06	1.280e-06
2160		1.460e-06	1.450e-06	1.460e-06	1.370e-06
2310		1.560e-06	1.550e-06	1.560e-06	1.460e-06
2460		1.650e-06	1.660e-06	1.650e-06	1.550e-06
2610		1.750e-06	1.750e-06	1.750e-06	1.650e-06
2760		1.960e-06	1.860e-06	1.860e-06	1.740e-06
2910		1.960e-06	1.960e-06	1.950e-06	1.840e-06
3060		2.050e-06	2.060e-06	2.050e-06	1.950e-06
3210		2.160e-06	2.150e-06	2.770e-06	3.800e-06
3360		2.300e-06	2.260e-06	2.260e-06	2.180e-06
3510		2.350e-06	2.350e-06	2.360e-06	2.280e-06
3660		2.470e-06	2.550e-06	2.460e-06	2.370e-06
3810		2.560e-06	2.550e-06	2.560e-06	2.470e-06
3960		2.660e-06	2.660e-06	2.650e-06	2.520e-06
4110		2.850e-06	2.760e-06	2.760e-06	2.620e-06
4260		2.860e-06	2.860e-06	2.870e-06	2.770e-06
4410		2.960e-06	3.040e-06	2.960e-06	2.860e-06
4560		3.060e-06	3.060e-06	3.060e-06	2.950e-06
4710		3.160e-06	3.160e-06	3.260e-06	3.050e-06
4860		3.260e-06	3.260e-06	3.260e-06	3.150e-06
5010		3.360e-06	3.360e-06	3.360e-06	3.290e-06
5160		3.460e-06	3.460e-06	3.480e-06	3.340e-06
5310		3.560e-06	3.560e-06	3.560e-06	3.480e-06
5460		3.660e-06	3.650e-06	3.670e-06	3.540e-06
5610		3.760e-06	3.760e-06	3.850e-06	3.630e-06
5760		3.860e-06	3.860e-06	3.870e-06	3.730e-06
5910		3.970e-06	4.050e-06	4.000e-06	3.740e-06
6060		4.060e-06	4.060e-06	4.060e-06	5.990e-06
6210		4.260e-06	4.160e-06	4.180e-06	3.930e-06
6360		4.270e-06	4.260e-06	6.150e-06	4.380e-06
6510		6.870e-06	4.360e-06	4.370e-06	4.850e-06
6660		5.850e-06	4.460e-06	4.490e-06	6.860e-06
6810		4.560e-06	4.650e-06	4.590e-06	4.400e-06
6960		4.670e-06	4.660e-06	4.680e-06	4.520e-06
7110		4.770e-06	4.760e-06	4.760e-06	4.500e-06
7260		4.870e-06	6.880e-06	4.890e-06	4.590e-06
7410		4.970e-06	4.970e-06	5.090e-06	5.260e-06
7560		6.520e-06	5.060e-06	5.080e-06	4.890e-06
7710		5.170e-06	5.170e-06	5.160e-06	4.880e-06
7860		5.360e-06	5.260e-06	5.270e-06	4.970e-06
8192		5.480e-06	5.490e-06	5.490e-06	5.370e-06
16384		1.100e-05	1.100e-05	1.100e-05	1.070e-05
32768		2.190e-05	2.340e-05	2.330e-05	2.280e-05
65536		4.490e-05	4.390e-05	4.520e-05	4.290e-05
131072		8.770e-05	8.910e-05	8.810e-05	8.580e-05
262144		1.760e-04	1.770e-04	1.780e-04	1.830e-04
524288		3.570e-04	3.670e-04	3.620e-04	3.540e-04
1048576		8.930e-04	8.980e-04	9.110e-04	1.096e-03
2097152		1.790e-03	1.830e-03	1.840e-03	1.740e-03
4194304		4.650e-03	4.720e-03	4.140e-03	4.180e-03
