function: (64-bit) modular scalar-vector product
unit: all measurements in seconds
profiled: seq no-vec | seq auto-vec | seq loop-unrolled | flint | avx2 | avx2 loop-unrolled | avx512 | avx512 loop-unrolled
bitsize: 60

len/func	s-novec		s-vec		s-unr		flint		avx2		avx2u		avx512		avx512u
10		1.230e-08	1.230e-08	1.130e-08	1.350e-08	6.500e-09	7.050e-09	4.580e-09	4.900e-09
35		2.880e-08	2.840e-08	3.040e-08	2.910e-08	2.090e-08	2.180e-08	1.440e-08	1.120e-08
60		4.560e-08	4.470e-08	4.810e-08	4.370e-08	3.170e-08	3.190e-08	1.440e-08	1.450e-08
85		6.390e-08	6.290e-08	6.750e-08	6.010e-08	4.220e-08	4.240e-08	2.030e-08	2.050e-08
110		7.940e-08	7.830e-08	8.630e-08	7.700e-08	5.440e-08	5.650e-08	2.710e-08	2.650e-08
135		9.480e-08	9.410e-08	1.060e-07	9.280e-08	6.580e-08	6.540e-08	3.230e-08	3.120e-08
160		1.110e-07	1.130e-07	1.260e-07	1.070e-07	7.660e-08	7.490e-08	3.710e-08	3.710e-08
185		1.270e-07	1.290e-07	1.410e-07	1.230e-07	8.800e-08	8.730e-08	4.230e-08	4.300e-08
210		1.430e-07	1.420e-07	1.640e-07	1.400e-07	1.050e-07	1.010e-07	4.890e-08	4.960e-08
360		2.410e-07	2.370e-07	2.830e-07	2.370e-07	1.700e-07	1.630e-07	8.210e-08	8.240e-08
510		3.340e-07	3.350e-07	3.930e-07	3.370e-07	2.400e-07	2.350e-07	1.160e-07	1.160e-07
660		4.320e-07	4.290e-07	5.090e-07	4.280e-07	3.120e-07	2.970e-07	1.500e-07	1.470e-07
810		5.270e-07	5.270e-07	6.160e-07	5.280e-07	3.750e-07	3.740e-07	1.820e-07	1.810e-07
960		6.230e-07	6.200e-07	7.300e-07	6.220e-07	4.380e-07	4.320e-07	2.140e-07	2.150e-07
1110		7.180e-07	7.230e-07	8.420e-07	7.180e-07	5.120e-07	5.150e-07	2.540e-07	2.500e-07
1260		8.130e-07	8.190e-07	9.560e-07	8.140e-07	5.750e-07	5.600e-07	2.850e-07	2.800e-07
1410		9.170e-07	9.100e-07	1.070e-06	9.130e-07	6.520e-07	6.380e-07	3.160e-07	3.160e-07
1560		1.000e-06	1.060e-06	1.190e-06	1.000e-06	7.500e-07	7.370e-07	4.340e-07	4.350e-07
1710		1.130e-06	1.100e-06	1.290e-06	1.090e-06	7.960e-07	7.810e-07	3.890e-07	3.880e-07
1860		1.200e-06	1.190e-06	1.410e-06	1.190e-06	8.490e-07	8.320e-07	4.160e-07	4.190e-07
2010		1.290e-06	1.290e-06	1.520e-06	1.310e-06	9.290e-07	9.190e-07	4.550e-07	4.550e-07
2160		1.410e-06	1.380e-06	1.670e-06	1.390e-06	9.880e-07	9.690e-07	4.960e-07	4.940e-07
2310		1.510e-06	1.540e-06	1.810e-06	1.520e-06	1.080e-06	1.060e-06	5.380e-07	5.410e-07
2460		1.590e-06	1.580e-06	1.890e-06	1.600e-06	1.140e-06	1.160e-06	5.650e-07	5.680e-07
2610		1.690e-06	1.680e-06	2.020e-06	1.730e-06	1.200e-06	1.180e-06	6.400e-07	6.390e-07
2760		1.810e-06	1.780e-06	2.140e-06	1.790e-06	1.250e-06	1.230e-06	6.330e-07	6.360e-07
2910		1.880e-06	1.870e-06	2.240e-06	1.950e-06	1.350e-06	1.320e-06	6.770e-07	6.790e-07
3060		1.990e-06	1.970e-06	2.340e-06	1.990e-06	1.460e-06	1.370e-06	7.040e-07	7.010e-07
3210		2.100e-06	2.060e-06	2.470e-06	2.100e-06	1.500e-06	1.470e-06	7.380e-07	7.400e-07
3360		2.200e-06	2.200e-06	2.600e-06	2.180e-06	1.540e-06	1.520e-06	7.700e-07	7.730e-07
3510		2.300e-06	2.260e-06	2.670e-06	2.330e-06	1.660e-06	1.600e-06	8.170e-07	8.200e-07
3660		2.360e-06	2.350e-06	2.800e-06	2.410e-06	1.660e-06	1.640e-06	8.520e-07	8.520e-07
3810		2.460e-06	2.470e-06	2.980e-06	2.490e-06	1.760e-06	1.760e-06	8.740e-07	8.790e-07
3960		2.630e-06	2.540e-06	3.030e-06	2.620e-06	1.790e-06	1.760e-06	9.040e-07	9.030e-07
4110		2.650e-06	2.690e-06	3.130e-06	2.740e-06	1.970e-06	1.920e-06	1.200e-06	1.220e-06
4260		2.730e-06	2.760e-06	3.250e-06	2.770e-06	1.940e-06	1.970e-06	9.710e-07	9.940e-07
4410		2.830e-06	2.840e-06	3.380e-06	2.880e-06	2.030e-06	2.040e-06	1.000e-06	1.000e-06
4560		2.910e-06	2.940e-06	3.470e-06	2.980e-06	2.110e-06	2.050e-06	1.030e-06	1.040e-06
4710		3.020e-06	3.050e-06	3.570e-06	3.090e-06	2.200e-06	2.130e-06	1.070e-06	1.070e-06
4860		3.110e-06	3.140e-06	3.690e-06	3.180e-06	2.220e-06	2.160e-06	1.090e-06	1.100e-06
5010		3.240e-06	3.210e-06	3.800e-06	3.290e-06	2.300e-06	2.260e-06	1.140e-06	1.170e-06
5160		3.310e-06	3.300e-06	3.930e-06	3.360e-06	2.340e-06	2.380e-06	1.240e-06	1.240e-06
5310		3.400e-06	3.420e-06	4.030e-06	3.440e-06	2.490e-06	2.410e-06	1.210e-06	1.210e-06
5460		3.530e-06	3.490e-06	4.150e-06	3.530e-06	2.470e-06	2.430e-06	1.290e-06	1.240e-06
5610		3.590e-06	3.600e-06	4.260e-06	3.650e-06	2.640e-06	2.540e-06	1.270e-06	1.280e-06
5760		3.730e-06	3.690e-06	4.310e-06	3.730e-06	2.600e-06	2.600e-06	1.310e-06	1.310e-06
5910		3.790e-06	3.800e-06	4.480e-06	3.890e-06	2.730e-06	2.670e-06	1.340e-06	1.360e-06
6060		3.880e-06	3.880e-06	4.610e-06	3.940e-06	2.820e-06	2.700e-06	1.360e-06	1.370e-06
6210		4.000e-06	3.970e-06	4.740e-06	4.050e-06	2.840e-06	2.840e-06	1.410e-06	1.420e-06
6360		4.080e-06	4.090e-06	4.830e-06	4.120e-06	2.880e-06	2.880e-06	1.430e-06	1.430e-06
6510		4.170e-06	4.190e-06	4.910e-06	4.320e-06	2.990e-06	2.960e-06	1.500e-06	1.490e-06
6660		4.440e-06	4.520e-06	4.440e-06	4.590e-06	4.210e-06	4.260e-06	2.990e-06	2.990e-06
6810		4.380e-06	4.360e-06	5.200e-06	4.430e-06	3.170e-06	3.070e-06	1.540e-06	1.560e-06
6960		4.460e-06	4.470e-06	5.280e-06	4.560e-06	3.140e-06	3.100e-06	1.560e-06	1.610e-06
7110		4.550e-06	4.620e-06	5.350e-06	4.640e-06	3.260e-06	3.210e-06	1.680e-06	1.620e-06
7260		4.650e-06	4.730e-06	5.480e-06	4.720e-06	3.270e-06	3.320e-06	1.640e-06	1.640e-06
7410		4.770e-06	4.740e-06	5.660e-06	4.830e-06	3.430e-06	3.350e-06	1.670e-06	1.680e-06
7560		4.870e-06	4.860e-06	5.710e-06	4.950e-06	3.410e-06	3.360e-06	1.800e-06	1.700e-06
7710		4.920e-06	4.960e-06	5.830e-06	5.080e-06	3.600e-06	3.490e-06	2.020e-06	2.040e-06
