len/func	s-autovec	s-unr	avx2	avx2-unr
172			1.419		1.390	1.872	3.448
173			1.490		1.387	1.949	3.648
174			1.439		1.376	1.894	2.849
175			1.487		1.422	2.005	2.977
176			1.525		1.458	2.014	3.627
177			1.471		1.416	1.949	3.654
178			1.476		1.439	2.003	2.992
179			1.444		1.412	1.975	2.923
180			1.484		1.415	1.980	3.493
181			1.426		1.407	1.951	3.595
182			1.416		1.423	1.997	2.920
183			1.468		1.401	2.000	2.899
184			1.410		1.389	1.956	3.435
185			1.482		1.423	2.013	3.595
186			1.395		1.372	1.939	2.869
187			1.426		1.370	1.953	2.832
188			1.481		1.426	1.990	3.465
189			1.413		1.377	1.967	3.490
190			1.449		1.402	2.012	2.902
191			1.471		1.416	2.061	2.933
192			1.422		1.406	2.004	3.791
193			1.437		1.397	1.990	3.610
194			1.416		1.354	1.979	2.846
195			1.442		1.385	2.017	2.861
196			1.438		1.409	2.029	3.504
197			1.434		1.398	2.058	3.654
198			1.416		1.330	1.982	2.802
199			1.406		1.319	1.983	2.756
200			1.478		1.418	2.043	3.509
350			1.466		1.334	2.204	2.315
500			1.496		1.491	2.545	3.543
650			1.467		1.348	2.311	2.464
800			1.505		1.496	2.702	3.590
950			1.460		1.359	2.292	2.393
1100		1.531		1.517	2.822	3.505
1250		1.491		1.360	2.293	2.449
1400		1.536		1.513	2.928	3.568
1550		1.471		1.356	2.104	2.158
1700		1.534		1.519	2.954	3.562
1850		1.498		1.366	2.322	2.374
2000		1.536		1.529	3.001	3.593
2150		1.498		1.358	2.326	2.398
2300		1.535		1.529	3.005	3.570
2450		1.489		1.363	2.343	2.385
2600		1.531		1.522	3.020	3.493
2750		1.501		1.367	2.381	2.417
2900		1.542		1.534	3.047	3.585
3050		1.494		1.358	2.351	2.383
3200		1.507		1.453	2.444	2.471
3350		1.375		1.310	1.801	1.055
3500		1.383		1.345	1.706	1.830
3650		2.037		1.876	2.430	2.026
3800		1.452		1.411	1.783	1.693
3950		1.274		1.256	1.577	1.773
4100		1.253		1.239	1.518	1.604
4250		1.311		1.285	1.467	1.342
4400		1.399		1.357	1.611	1.624
4550		1.352		1.310	1.342	1.396
4700		1.466		1.393	1.630	1.609
4850		1.395		1.313	1.331	1.388
5000		1.395		1.351	1.549	1.627
5150		1.306		1.294	1.322	1.364
5300		1.427		1.391	1.622	1.637
5450		1.317		1.283	1.337	1.371
5600		1.468		1.423	1.622	1.636
5750		1.311		1.284	1.357	1.357
5900		1.508		1.439	1.617	1.615
6050		1.326		1.295	1.315	1.415
6200		1.481		1.432	1.622	1.618
6350		1.367		1.316	1.351	1.389
6500		1.408		1.366	1.573	1.620
6650		1.399		1.318	1.357	1.403
6800		1.455		1.405	1.601	1.594
6950		1.367		1.311	1.371	1.395
7100		1.455		1.405	1.612	1.640
7250		1.356		1.302	1.372	1.401
7400		1.505		1.450	1.620	1.618
7550		1.344		1.294	1.337	1.374
7700		1.435		1.387	1.569	1.607
7850		1.339		1.305	1.365	1.391
8000		1.446		1.394	1.605	1.624
8192		1.282		1.270	1.541	1.634
16384		1.279		1.267	1.531	1.621
32768		1.280		1.272	1.534	1.622
65536		1.275		1.265	1.521	1.608
131072		1.185		1.150	1.303	1.342
262144		1.031		1.029	1.057	1.063
524288		1.047		1.041	1.099	1.134
1048576		0.977		0.913	0.950	1.189
2097152		0.966		0.976	1.038	1.203
4194304		1.051		1.036	1.023	1.080
