len/func	s-autovec	s-unr	avx2	avx2-unr
1			1.362		1.030	0.879	0.668
2			0.860		0.760	1.070	0.882
3			0.866		0.688	0.646	0.540
4			0.763		0.639	0.820	0.580
5			0.790		0.617	0.751	0.748
6			0.764		0.608	0.726	0.724
7			0.873		0.357	0.419	0.420
8			1.538		1.339	1.828	1.826
9			1.915		1.482	1.920	1.907
10			1.509		1.242	1.573	1.569
11			1.760		1.358	1.685	1.688
12			1.828		1.558	2.234	1.690
13			1.927		1.552	2.105	2.095
14			2.500		2.042	2.703	2.696
15			2.651		2.807	5.100	5.112
16			2.055		1.807	2.683	2.076
17			2.144		1.779	1.659	1.387
18			2.529		2.228	3.075	3.067
19			3.238		2.783	3.753	4.024
20			2.730		2.481	4.002	3.160
21			2.589		2.048	3.363	3.346
22			2.033		1.625	2.613	2.795
23			2.394		1.873	2.514	3.135
24			2.795		2.354	3.036	3.505
25			2.691		2.149	2.844	3.722
26			2.433		1.947	2.788	3.410
27			2.368		1.895	2.658	3.223
28			2.562		2.171	2.886	1.518
29			2.574		2.025	2.819	1.527
30			2.290		1.874	2.627	3.341
31			2.613		2.134	2.937	3.909
32			2.843		2.385	3.184	5.974
33			2.698		2.185	2.970	4.841
34			2.373		1.984	2.840	4.051
35			2.468		2.065	2.891	4.083
36			3.472		2.919	3.920	5.482
37			3.302		2.720	3.706	5.672
38			2.794		2.347	3.349	4.913
39			2.952		2.487	3.474	4.967
40			2.855		2.385	3.245	4.570
41			2.689		2.265	3.096	4.843
42			2.793		2.376	3.442	2.165
43			4.097		3.882	5.521	3.537
44			2.482		2.342	3.233	4.518
45			2.425		2.239	3.099	4.765
46			2.287		2.125	3.051	4.353
47			2.416		2.250	3.167	4.481
48			2.311		2.165	3.008	4.292
49			2.526		2.351	3.255	5.134
50			2.173		2.044	2.970	4.141
51			2.326		2.173	3.118	4.301
52			2.338		2.199	3.102	2.064
53			2.212		2.062	2.871	1.941
54			2.389		2.210	3.210	4.557
55			2.269		2.097	3.005	4.213
56			2.405		2.254	3.019	4.564
57			2.197		2.048	2.880	4.560
58			2.220		2.070	2.872	4.206
59			2.085		1.939	2.661	3.863
60			2.103		1.974	2.535	3.918
61			2.146		2.000	2.557	4.377
62			2.175		2.045	2.700	4.208
63			2.084		1.949	2.542	3.914
64			2.102		1.972	2.741	5.327
65			2.039		1.894	2.694	4.691
66			1.955		1.844	2.717	3.759
67			2.174		2.048	2.972	4.077
68			2.115		1.963	2.977	4.624
69			2.123		1.970	2.823	4.699
70			2.040		1.921	2.849	4.007
71			1.904		1.794	2.613	3.624
72			1.984		1.859	2.676	4.099
73			2.115		1.966	2.827	4.732
74			2.043		1.934	2.871	3.957
75			1.918		1.818	2.658	3.630
76			2.091		1.973	2.822	4.254
77			1.902		1.765	2.556	2.022
78			1.828		1.728	2.577	3.595
79			1.875		1.767	2.598	3.588
80			2.207		2.044	2.991	4.503
81			1.938		1.798	2.599	4.063
82			1.900		1.781	2.692	3.696
83			1.915		1.818	2.578	3.650
84			1.906		1.797	2.596	4.014
85			1.856		1.726	2.505	3.949
86			1.885		1.790	2.683	3.725
87			1.927		1.829	2.705	3.726
88			1.851		1.746	2.507	3.897
89			1.979		1.846	2.680	4.180
90			1.812		1.722	2.592	3.545
91			1.803		1.711	2.519	3.460
92			1.829		1.728	2.504	3.645
93			1.808		1.687	2.447	3.800
94			1.806		1.717	2.588	3.580
95			1.736		1.649	2.462	3.374
96			1.867		1.765	2.559	4.747
97			1.818		1.703	2.469	4.201
98			1.690		1.603	2.428	3.320
99			1.808		1.717	2.575	3.498
100			1.762		1.640	2.424	3.802
101			1.879		1.765	2.566	4.239
102			1.655		1.574	2.387	3.300
103			1.804		1.716	2.572	3.533
104			1.733		1.642	2.383	3.668
105			1.815		1.717	2.215	4.068
106			1.706		1.630	2.476	3.377
107			1.639		1.557	2.346	3.185
108			1.722		1.617	2.381	3.647
109			1.766		1.655	2.423	3.976
110			1.733		1.645	2.425	3.449
111			1.639		1.546	2.343	3.205
112			1.704		1.601	2.364	3.636
113			1.729		1.605	2.371	3.902
114			1.605		1.525	2.334	3.175
115			1.628		1.540	2.340	3.165
116			1.682		1.551	2.335	3.568
117			1.760		1.640	2.424	3.949
118			1.706		1.565	2.484	3.409
119			1.720		1.622	2.466	3.362
120			1.660		1.533	2.309	3.551
121			1.773		1.626	2.445	3.986
122			1.718		1.624	2.509	3.408
123			1.634		1.519	2.360	3.186
124			1.658		1.475	1.943	3.498
125			1.677		1.504	2.053	3.757
126			1.623		1.461	1.818	3.248
127			1.650		1.489	1.881	3.260
128			1.671		1.558	1.808	4.198
129			1.613		1.473	1.765	3.822
130			1.601		1.514	1.800	3.186
131			1.593		1.483	1.817	3.123
132			1.648		1.472	1.811	3.675
133			1.603		1.408	1.787	3.723
134			1.554		1.384	1.829	3.069
135			1.532		1.372	1.784	2.981
136			1.638		1.452	1.832	3.706
137			1.714		1.569	1.937	3.966
138			1.552		1.405	1.840	3.094
139			1.535		1.453	1.815	3.015
140			1.641		1.471	1.874	3.674
141			1.565		1.392	1.811	3.660
142			1.566		1.407	1.888	3.104
143			1.514		1.346	1.834	2.964
144			1.537		1.404	1.839	3.544
145			1.554		1.401	1.877	3.676
146			1.540		1.462	1.897	3.137
147			1.547		1.437	1.854	3.067
148			1.517		1.398	1.846	3.490
149			1.490		1.406	1.850	3.638
150			1.447		1.357	1.848	2.921
151			1.448		1.363	1.835	2.951
152			1.437		1.388	1.853	3.474
153			1.444		1.358	1.863	3.591
154			1.464		1.394	1.901	2.989
155			1.516		1.411	1.963	3.073
156			1.492		1.413	1.950	3.551
157			1.467		1.430	1.951	3.698
158			1.509		1.443	1.981	3.049
159			1.448		1.398	1.928	2.955
160			1.416		1.359	1.903	3.892
161			1.484		1.446	2.026	3.844
162			1.408		1.409	1.936	2.970
163			1.409		1.347	1.870	2.881
164			1.507		1.421	1.954	3.611
165			1.557		1.472	2.013	3.835
166			1.443		1.382	1.948	2.978
167			1.463		1.423	1.946	2.947
168			1.441		1.438	1.997	3.632
169			1.482		1.397	1.997	3.723
170			1.431		1.353	1.939	2.904
171			1.445		1.416	1.966	2.940
