len/func	s-autovec	s-unr	avx2	avx2-unr	avx512	avx512unr
1			0.774		0.581	0.777	0.436	0.579	0.407
2			0.725		0.572	0.666	0.421	0.728	0.389
3			0.956		0.769	0.888	0.565	0.828	0.544
4			1.551		0.968	1.412	0.914	1.109	0.832
5			1.412		0.777	1.109	0.854	1.034	0.798
6			1.203		0.713	0.790	0.785	0.923	0.722
7			1.208		0.638	0.753	0.653	0.925	0.724
8			1.335		0.842	1.108	0.839	1.749	1.037
9			1.316		0.748	0.958	0.860	1.161	0.893
10			1.211		0.724	0.844	0.822	1.131	0.791
11			1.330		0.725	0.859	0.765	0.971	0.795
12			1.249		0.909	1.251	0.949	1.030	0.921
13			1.340		0.884	1.235	1.092	1.118	1.006
14			1.411		0.856	1.068	1.042	1.049	0.954
15			1.589		0.880	1.086	1.000	1.181	1.074
16			1.532		1.121	1.605	1.272	2.677	1.752
17			1.493		1.000	1.450	1.317	1.811	1.447
18			1.382		0.968	1.216	1.240	1.746	1.312
19			1.427		0.926	1.237	1.107	1.432	1.232
20			1.550		1.139	1.481	1.379	1.550	1.393
21			1.540		1.050	1.293	1.450	1.537	1.393
22			1.421		0.991	1.329	1.348	1.367	1.291
23			1.453		0.965	1.267	1.205	1.457	1.232
24			1.576		1.160	1.499	1.501	2.832	2.093
25			1.554		1.064	1.403	1.556	2.163	1.736
26			1.444		1.026	1.284	1.451	1.919	1.429
27			1.481		0.984	1.245	1.291	1.778	1.359
28			1.586		1.025	1.000	1.594	0.833	1.638
29			0.827		0.832	1.344	0.956	1.799	0.822
30			1.475		1.056	1.257	1.551	1.675	1.488
31			1.507		1.007	1.274	1.387	1.713	1.570
32			1.616		1.045	1.446	2.588	2.825	3.103
33			2.746		1.673	2.278	3.716	3.981	4.177
34			1.498		0.942	1.295	2.006	2.210	2.022
35			1.539		0.925	1.307	1.755	1.950	1.884
36			1.660		1.069	1.490	1.962	2.159	2.156
37			1.662		1.013	1.400	2.227	2.132	2.135
38			2.796		1.735	2.380	3.650	3.478	3.487
39			1.587		0.943	1.299	1.813	1.988	2.000
40			2.610		1.695	2.289	3.031	4.469	4.851
41			1.692		1.048	1.431	1.962	2.496	2.451
42			2.414		1.523	1.787	2.945	1.740	3.248
43			0.995		0.892	1.379	1.137	2.258	1.058
44			2.710		1.768	2.437	3.112	3.680	3.368
