unit: all measurements in seconds
profiled: seq no-vec | seq auto-vec | seq loop-unrolled | avx2 | avx2 loop-unrolled | avx512 | avx512 loop-unrolled
bitsize: 25

len/func	s-novec		s-autovec	s-unr		avx2		avx2-unr	avx512		avx512unr
1		1.270e-09	1.280e-09	1.490e-09	1.350e-09	2.400e-09	2.140e-09	1.950e-09
2		1.740e-09	1.500e-09	1.740e-09	1.560e-09	2.350e-09	2.160e-09	2.210e-09
3		2.150e-09	1.740e-09	1.740e-09	1.740e-09	2.450e-09	2.180e-09	2.400e-09
4		2.580e-09	1.990e-09	2.210e-09	1.530e-09	2.180e-09	2.640e-09	2.620e-09
5		3.030e-09	2.030e-09	2.650e-09	1.960e-09	2.630e-09	2.850e-09	2.850e-09
6		3.430e-09	2.230e-09	2.210e-09	2.220e-09	2.600e-09	2.900e-09	3.030e-09
7		3.900e-09	2.200e-09	2.450e-09	2.390e-09	2.670e-09	2.860e-09	3.050e-09
8		4.310e-09	1.560e-09	1.770e-09	1.770e-09	2.460e-09	1.530e-09	1.940e-09
9		4.740e-09	2.020e-09	2.210e-09	2.200e-09	2.660e-09	2.230e-09	2.440e-09
10		5.350e-09	2.200e-09	2.460e-09	2.420e-09	2.690e-09	2.440e-09	2.650e-09
11		5.620e-09	2.210e-09	2.650e-09	2.710e-09	2.870e-09	2.650e-09	2.880e-09
12		6.020e-09	1.970e-09	2.010e-09	2.010e-09	2.450e-09	2.670e-09	3.080e-09
13		6.500e-09	2.210e-09	2.440e-09	2.230e-09	2.670e-09	3.080e-09	3.290e-09
14		6.930e-09	2.550e-09	2.770e-09	2.470e-09	2.700e-09	3.330e-09	3.540e-09
15		7.420e-09	2.460e-09	2.880e-09	2.710e-09	2.890e-09	3.340e-09	3.570e-09
16		7.780e-09	1.980e-09	2.010e-09	2.200e-09	2.500e-09	1.770e-09	2.180e-09
17		8.260e-09	2.210e-09	2.480e-09	2.460e-09	2.890e-09	2.490e-09	2.700e-09
18		8.720e-09	2.440e-09	2.660e-09	2.690e-09	2.900e-09	2.810e-09	2.900e-09
19		9.090e-09	2.470e-09	2.890e-09	2.910e-09	3.130e-09	2.910e-09	3.100e-09
20		9.900e-09	2.210e-09	2.240e-09	2.440e-09	2.700e-09	2.940e-09	3.320e-09
21		1.020e-08	2.480e-09	2.680e-09	2.660e-09	2.920e-09	3.300e-09	3.350e-09
22		1.050e-08	2.690e-09	2.890e-09	3.010e-09	2.950e-09	3.560e-09	3.590e-09
23		1.090e-08	2.670e-09	3.130e-09	3.150e-09	3.140e-09	3.560e-09	3.780e-09
24		1.140e-08	2.210e-09	2.300e-09	2.660e-09	2.710e-09	1.980e-09	2.210e-09
25		1.260e-08	2.450e-09	2.670e-09	2.900e-09	3.130e-09	2.820e-09	2.910e-09
