len/func	s-autovec	s-unr	avx2	avx2-unr
148			1.584		1.484	1.949	3.777
149			1.520		1.416	1.878	3.843
150			1.481		1.406	1.922	3.198
151			1.458		1.342	1.842	3.043
152			1.513		1.435	1.927	3.638
153			1.481		1.399	1.885	3.754
154			1.454		1.421	1.924	3.201
155			1.439		1.335	1.868	3.065
156			1.421		1.371	1.906	3.571
157			1.468		1.383	1.899	3.669
158			1.471		1.438	1.960	3.167
159			1.411		1.320	1.841	2.959
160			1.477		1.406	1.969	4.219
161			1.457		1.345	1.884	3.767
162			1.411		1.350	1.946	3.092
163			1.404		1.353	1.877	3.021
164			1.520		1.453	1.987	3.811
165			1.457		1.363	1.918	3.723
166			1.468		1.396	1.974	3.095
167			1.427		1.378	1.874	2.967
168			1.482		1.405	1.962	3.688
169			1.447		1.372	1.923	3.516
170			1.432		1.359	1.940	3.027
171			1.462		1.393	1.895	3.141
172			1.431		1.379	1.904	3.527
173			1.427		1.321	1.970	3.748
174			1.405		1.313	1.921	2.974
175			1.421		1.335	1.958	3.026
176			1.413		1.339	1.925	3.500
177			1.426		1.375	1.971	3.752
178			1.404		1.309	1.918	2.968
179			1.417		1.346	1.947	2.975
180			1.417		1.341	1.950	3.496
181			1.435		1.343	1.935	3.649
182			1.398		1.309	1.911	2.981
183			1.421		1.338	1.955	2.945
184			1.426		1.373	2.017	3.624
185			1.414		1.324	1.912	3.567
186			1.464		1.370	2.016	3.056
187			1.453		1.407	2.004	3.012
188			1.520		1.454	2.087	3.645
189			1.494		1.409	1.968	3.701
190			1.464		1.387	2.029	3.000
191			1.468		1.379	2.032	2.988
192			1.481		1.393	2.033	3.875
193			1.475		1.405	2.036	3.782
194			1.458		1.386	2.020	3.012
195			1.483		1.406	2.072	2.983
196			1.448		1.407	2.037	3.553
197			1.470		1.393	2.036	3.621
198			1.419		1.389	2.044	2.954
199			1.434		1.368	1.996	2.909
200			1.497		1.444	2.096	3.664
350			1.482		1.368	2.266	2.427
500			1.511		1.468	2.532	3.544
650			1.485		1.378	2.376	2.546
800			1.450		1.520	2.746	3.681
950			1.470		1.369	2.288	2.412
1100		1.527		1.509	2.822	3.476
1250		1.500		1.378	2.323	2.504
1400		1.548		1.533	2.954	3.582
1550		1.475		1.356	2.120	2.159
1700		1.538		1.508	2.969	3.509
1850		1.514		1.386	2.372	2.426
2000		1.556		1.540	3.020	3.614
2150		1.520		1.388	2.389	2.460
2300		1.538		1.529	3.006	3.355
2450		1.495		1.363	2.356	2.397
2600		1.513		1.517	3.041	3.533
2750		1.496		1.362	2.382	2.364
2900		1.547		1.501	3.051	3.565
3050		1.446		1.347	2.282	2.353
3200		1.520		1.453	2.473	2.516
3350		1.380		1.299	1.802	1.916
3500		1.378		1.318	1.707	1.856
3650		1.438		1.304	1.716	1.436
3800		1.441		1.376	1.802	1.672
3950		1.266		1.254	1.562	1.720
4100		1.235		1.221	1.497	1.578
4250		1.289		1.262	1.463	1.334
4400		1.387		1.340	1.631	1.658
4550		1.327		1.288	1.357	1.399
4700		1.434		1.371	1.633	1.613
4850		1.384		1.332	1.346	1.396
5000		1.383		1.361	1.559	1.621
5150		1.353		1.349	1.373	1.449
5300		1.393		1.354	1.604	1.637
5450		1.297		1.273	1.344	1.388
5600		1.453		1.425	1.630	1.632
5750		1.277		1.252	1.303	1.290
5900		1.459		1.406	1.600	1.628
6050		1.308		1.259	1.295	1.384
6200		1.430		1.390	1.592	1.618
6350		1.346		1.286	1.321	1.385
6500		1.377		1.352	1.552	1.624
6650		1.367		1.274	1.319	1.367
6800		1.421		1.369	1.590	1.607
6950		1.353		1.298	1.342	1.365
7100		1.429		1.379	1.569	1.600
7250		1.390		1.336	1.402	1.449
7400		1.487		1.436	1.615	1.600
7550		1.320		1.252	1.310	1.352
7700		1.398		1.354	1.536	1.550
7850		1.313		1.294	1.375	1.397
8000		1.425		1.382	1.588	1.602
8192		1.260		1.243	1.512	1.602
16384		1.219		1.215	1.496	1.579
32768		1.221		1.211	1.448	1.568
65536		1.248		1.227	1.481	1.463
131072		1.155		1.093	1.209	1.209
262144		0.984		0.968	1.034	1.025
524288		1.040		1.019	1.083	1.113
1048576		1.083		1.093	1.381	1.523
2097152		1.082		1.089	1.230	1.248
4194304		1.087		1.078	1.065	1.074
